nome,descricao,nivel_acesso,salario_min,salario_max
Agente de Embarque Nível 12,Cargo de agente de embarque nível 12 na operação aeroportuária.,6,12379.01,31455.61
Agente de Embarque Nível 13,Cargo de agente de embarque nível 13 na operação aeroportuária.,4,10610.08,21913.44
Agente de Embarque Nível 14,Cargo de agente de embarque nível 14 na operação aeroportuária.,10,11317.76,17082.41
Agente de Embarque Nível 15,Cargo de agente de embarque nível 15 na operação aeroportuária.,5,10428.82,17093.43
Agente de Embarque Nível 16,Cargo de agente de embarque nível 16 na operação aeroportuária.,10,6390.37,21363.44
Agente de Embarque Nível 17,Cargo de agente de embarque nível 17 na operação aeroportuária.,9,9196.03,11450.36
Agente de Embarque Nível 18,Cargo de agente de embarque nível 18 na operação aeroportuária.,2,5686.36,15271.77
Agente de Embarque Nível 19,Cargo de agente de embarque nível 19 na operação aeroportuária.,9,8597.95,27884.12
Agente de Embarque Nível 20,Cargo de agente de embarque nível 20 na operação aeroportuária.,1,11038.64,20425.35
Agente de Embarque Nível 21,Cargo de agente de embarque nível 21 na operação aeroportuária.,6,14007.44,19477.78
Agente de Embarque Nível 22,Cargo de agente de embarque nível 22 na operação aeroportuária.,9,7221.49,15640.92
Agente de Embarque Nível 23,Cargo de agente de embarque nível 23 na operação aeroportuária.,4,9010.51,28480.59
Agente de Embarque Nível 24,Cargo de agente de embarque nível 24 na operação aeroportuária.,3,2340.83,15036.9
Agente de Embarque Nível 25,Cargo de agente de embarque nível 25 na operação aeroportuária.,5,6945.83,9427.68
Agente de Embarque Nível 26,Cargo de agente de embarque nível 26 na operação aeroportuária.,10,2825.25,15753.81
Agente de Embarque Nível 27,Cargo de agente de embarque nível 27 na operação aeroportuária.,8,8433.68,19545.43
Agente de Embarque Nível 28,Cargo de agente de embarque nível 28 na operação aeroportuária.,7,9045.7,26329.15
Agente de Embarque Nível 29,Cargo de agente de embarque nível 29 na operação aeroportuária.,10,13899.14,24509.44
Agente de Embarque Nível 30,Cargo de agente de embarque nível 30 na operação aeroportuária.,3,12881.59,16341.85
Agente de Embarque Nível 31,Cargo de agente de embarque nível 31 na operação aeroportuária.,9,9498.46,19882.7
Agente de Embarque Nível 32,Cargo de agente de embarque nível 32 na operação aeroportuária.,1,12276.86,23387.53
Agente de Embarque Nível 33,Cargo de agente de embarque nível 33 na operação aeroportuária.,9,2008.51,15235.95
Agente de Embarque Nível 34,Cargo de agente de embarque nível 34 na operação aeroportuária.,4,6792.85,21007.38
Agente de Embarque Nível 35,Cargo de agente de embarque nível 35 na operação aeroportuária.,1,10626.41,28114.37
Agente de Embarque Nível 36,Cargo de agente de embarque nível 36 na operação aeroportuária.,7,6952.21,19723.45
Agente de Embarque Nível 37,Cargo de agente de embarque nível 37 na operação aeroportuária.,8,9399.52,10981.57
Agente de Embarque Nível 38,Cargo de agente de embarque nível 38 na operação aeroportuária.,2,4182.96,22278.53
Agente de Embarque Nível 39,Cargo de agente de embarque nível 39 na operação aeroportuária.,3,12118.93,19628.93
Agente de Embarque Nível 40,Cargo de agente de embarque nível 40 na operação aeroportuária.,6,5488.19,9956.75
Agente de Embarque Nível 41,Cargo de agente de embarque nível 41 na operação aeroportuária.,9,7111.25,19389.55
Agente de Segurança Júnior,Cargo de agente de segurança júnior na operação aeroportuária.,4,3824.6,20527.5
Agente de Segurança Pleno,Cargo de agente de segurança pleno na operação aeroportuária.,10,5824.13,18951.85
Agente de Segurança Sénior,Cargo de agente de segurança sénior na operação aeroportuária.,3,10885.83,25933.68
Agente de Segurança Master,Cargo de agente de segurança master na operação aeroportuária.,5,12263.96,29039.82
Agente de Segurança Especialista,Cargo de agente de segurança especialista na operação aeroportuária.,4,13261.8,17958.59
Agente de Segurança Setor A,Cargo de agente de segurança setor a na operação aeroportuária.,10,14148.97,21612.51
Agente de Segurança Setor B,Cargo de agente de segurança setor b na operação aeroportuária.,3,5389.47,19394.39
Agente de Segurança Setor C,Cargo de agente de segurança setor c na operação aeroportuária.,6,4425.82,19894.29
Agente de Segurança Setor D,Cargo de agente de segurança setor d na operação aeroportuária.,8,4312.68,23268.14
Agente de Segurança Setor E,Cargo de agente de segurança setor e na operação aeroportuária.,7,4179.83,16113.26
Agente de Segurança Nível 1,Cargo de agente de segurança nível 1 na operação aeroportuária.,7,14298.84,19510.23
Agente de Segurança Nível 2,Cargo de agente de segurança nível 2 na operação aeroportuária.,4,6463.23,19014.04
Agente de Segurança Nível 3,Cargo de agente de segurança nível 3 na operação aeroportuária.,6,3328.87,20677.42
Agente de Segurança Nível 4,Cargo de agente de segurança nível 4 na operação aeroportuária.,9,3380.74,17882.43
Agente de Segurança Nível 5,Cargo de agente de segurança nível 5 na operação aeroportuária.,6,6755.45,25836.39
Agente de Segurança Nível 6,Cargo de agente de segurança nível 6 na operação aeroportuária.,8,8746.15,27915.07
Agente de Segurança Nível 7,Cargo de agente de segurança nível 7 na operação aeroportuária.,9,6216.89,18804.68
Agente de Segurança Nível 8,Cargo de agente de segurança nível 8 na operação aeroportuária.,8,12049.04,18507.83
Agente de Segurança Nível 9,Cargo de agente de segurança nível 9 na operação aeroportuária.,5,4914.69,9603.72
Agente de Segurança Nível 10,Cargo de agente de segurança nível 10 na operação aeroportuária.,10,3559.71,17392.82
Agente de Segurança Nível 11,Cargo de agente de segurança nível 11 na operação aeroportuária.,9,12716.27,15131.95
Agente de Segurança Nível 12,Cargo de agente de segurança nível 12 na operação aeroportuária.,2,13880.45,26261.47
Agente de Segurança Nível 13,Cargo de agente de segurança nível 13 na operação aeroportuária.,3,2609.57,13518.88
Agente de Segurança Nível 14,Cargo de agente de segurança nível 14 na operação aeroportuária.,6,9565.7,15679.24
Agente de Segurança Nível 15,Cargo de agente de segurança nível 15 na operação aeroportuária.,1,3118.13,11038.38
Agente de Segurança Nível 16,Cargo de agente de segurança nível 16 na operação aeroportuária.,7,5998.55,13178.22
Agente de Segurança Nível 17,Cargo de agente de segurança nível 17 na operação aeroportuária.,8,3397.79,20122.18
Agente de Segurança Nível 18,Cargo de agente de segurança nível 18 na operação aeroportuária.,4,3393.89,18243.61
Agente de Segurança Nível 19,Cargo de agente de segurança nível 19 na operação aeroportuária.,6,10051.93,15126.81
Agente de Segurança Nível 20,Cargo de agente de segurança nível 20 na operação aeroportuária.,7,8186.12,25257.75
Agente de Segurança Nível 21,Cargo de agente de segurança nível 21 na operação aeroportuária.,9,3265.91,19443.18
Agente de Segurança Nível 22,Cargo de agente de segurança nível 22 na operação aeroportuária.,8,13070.27,14940.32
Agente de Segurança Nível 23,Cargo de agente de segurança nível 23 na operação aeroportuária.,10,5454.81,22540.31
Agente de Segurança Nível 24,Cargo de agente de segurança nível 24 na operação aeroportuária.,2,5685.22,21310.65
Agente de Segurança Nível 25,Cargo de agente de segurança nível 25 na operação aeroportuária.,2,2457.5,10180.83
Agente de Segurança Nível 26,Cargo de agente de segurança nível 26 na operação aeroportuária.,8,6978.12,18033.15
Agente de Segurança Nível 27,Cargo de agente de segurança nível 27 na operação aeroportuária.,2,11049.03,21999.73
Agente de Segurança Nível 28,Cargo de agente de segurança nível 28 na operação aeroportuária.,9,2781.85,17699.38
Agente de Segurança Nível 29,Cargo de agente de segurança nível 29 na operação aeroportuária.,3,11850.94,12978.74
Agente de Segurança Nível 30,Cargo de agente de segurança nível 30 na operação aeroportuária.,6,3687.09,20736.43
Agente de Segurança Nível 31,Cargo de agente de segurança nível 31 na operação aeroportuária.,9,9251.46,24824.19
Agente de Segurança Nível 32,Cargo de agente de segurança nível 32 na operação aeroportuária.,7,4116.26,7716.41
Agente de Segurança Nível 33,Cargo de agente de segurança nível 33 na operação aeroportuária.,6,9246.29,27591.25
Agente de Segurança Nível 34,Cargo de agente de segurança nível 34 na operação aeroportuária.,7,7409.08,26564.46
Agente de Segurança Nível 35,Cargo de agente de segurança nível 35 na operação aeroportuária.,10,8583.71,24637.33
Agente de Segurança Nível 36,Cargo de agente de segurança nível 36 na operação aeroportuária.,8,9005.89,15317.11
Agente de Segurança Nível 37,Cargo de agente de segurança nível 37 na operação aeroportuária.,3,3796.85,18212.78
Agente de Segurança Nível 38,Cargo de agente de segurança nível 38 na operação aeroportuária.,9,6384.71,21459.95
Agente de Segurança Nível 39,Cargo de agente de segurança nível 39 na operação aeroportuária.,5,9037.54,16488.73
Agente de Segurança Nível 40,Cargo de agente de segurança nível 40 na operação aeroportuária.,10,7485.54,15396.03
Agente de Segurança Nível 41,Cargo de agente de segurança nível 41 na operação aeroportuária.,6,12238.9,29228.85
Inspetor de Segurança Júnior,Cargo de inspetor de segurança júnior na operação aeroportuária.,5,4311.08,7760.12
Inspetor de Segurança Pleno,Cargo de inspetor de segurança pleno na operação aeroportuária.,10,13836.33,33221.38
Inspetor de Segurança Sénior,Cargo de inspetor de segurança sénior na operação aeroportuária.,7,14810.02,16292.54
Inspetor de Segurança Master,Cargo de inspetor de segurança master na operação aeroportuária.,1,13472.37,15286.99
Inspetor de Segurança Especialista,Cargo de inspetor de segurança especialista na operação aeroportuária.,5,6842.55,12204.44
Inspetor de Segurança Setor A,Cargo de inspetor de segurança setor a na operação aeroportuária.,4,2945.73,8437.73
Inspetor de Segurança Setor B,Cargo de inspetor de segurança setor b na operação aeroportuária.,2,12391.06,29892.28
Inspetor de Segurança Setor C,Cargo de inspetor de segurança setor c na operação aeroportuária.,2,4708.47,11864.03
Inspetor de Segurança Setor D,Cargo de inspetor de segurança setor d na operação aeroportuária.,8,2439.26,7316.99
Inspetor de Segurança Setor E,Cargo de inspetor de segurança setor e na operação aeroportuária.,7,9222.1,13682.93
Inspetor de Segurança Nível 1,Cargo de inspetor de segurança nível 1 na operação aeroportuária.,2,5690.82,12093.72
Inspetor de Segurança Nível 2,Cargo de inspetor de segurança nível 2 na operação aeroportuária.,9,8822.29,17100.57
Inspetor de Segurança Nível 3,Cargo de inspetor de segurança nível 3 na operação aeroportuária.,10,10059.51,24677.52
Inspetor de Segurança Nível 4,Cargo de inspetor de segurança nível 4 na operação aeroportuária.,3,8494.6,25651.1
Inspetor de Segurança Nível 5,Cargo de inspetor de segurança nível 5 na operação aeroportuária.,4,7499.94,25578.45
Inspetor de Segurança Nível 6,Cargo de inspetor de segurança nível 6 na operação aeroportuária.,8,11351.69,17912.39
Inspetor de Segurança Nível 7,Cargo de inspetor de segurança nível 7 na operação aeroportuária.,7,3946.16,5067.1
Inspetor de Segurança Nível 8,Cargo de inspetor de segurança nível 8 na operação aeroportuária.,6,12997.52,32708.53
Inspetor de Segurança Nível 9,Cargo de inspetor de segurança nível 9 na operação aeroportuária.,3,13950.13,20420.48
Inspetor de Segurança Nível 10,Cargo de inspetor de segurança nível 10 na operação aeroportuária.,2,8835.76,25138.07
Inspetor de Segurança Nível 11,Cargo de inspetor de segurança nível 11 na operação aeroportuária.,3,11198.36,27545.21
Inspetor de Segurança Nível 12,Cargo de inspetor de segurança nível 12 na operação aeroportuária.,2,11581.6,16199.65
Inspetor de Segurança Nível 13,Cargo de inspetor de segurança nível 13 na operação aeroportuária.,2,3641.84,16166.85
Inspetor de Segurança Nível 14,Cargo de inspetor de segurança nível 14 na operação aeroportuária.,1,10149.86,23007.15
Inspetor de Segurança Nível 15,Cargo de inspetor de segurança nível 15 na operação aeroportuária.,1,6903.03,8057.21
Inspetor de Segurança Nível 16,Cargo de inspetor de segurança nível 16 na operação aeroportuária.,2,8754.68,17646.67
Inspetor de Segurança Nível 17,Cargo de inspetor de segurança nível 17 na operação aeroportuária.,8,4081.96,18715.31
Inspetor de Segurança Nível 18,Cargo de inspetor de segurança nível 18 na operação aeroportuária.,8,6485.09,17602.84
Inspetor de Segurança Nível 19,Cargo de inspetor de segurança nível 19 na operação aeroportuária.,8,7252.33,21669.5
Inspetor de Segurança Nível 20,Cargo de inspetor de segurança nível 20 na operação aeroportuária.,8,4300.24,8732.88
Inspetor de Segurança Nível 21,Cargo de inspetor de segurança nível 21 na operação aeroportuária.,6,8241.03,15337.16
Inspetor de Segurança Nível 22,Cargo de inspetor de segurança nível 22 na operação aeroportuária.,6,9306.54,15353.52
Inspetor de Segurança Nível 23,Cargo de inspetor de segurança nível 23 na operação aeroportuária.,3,6925.82,24317.84
Inspetor de Segurança Nível 24,Cargo de inspetor de segurança nível 24 na operação aeroportuária.,1,6230.65,18984.27
Inspetor de Segurança Nível 25,Cargo de inspetor de segurança nível 25 na operação aeroportuária.,9,12616.68,29859.38
Inspetor de Segurança Nível 26,Cargo de inspetor de segurança nível 26 na operação aeroportuária.,8,6971.37,20467.25
Inspetor de Segurança Nível 27,Cargo de inspetor de segurança nível 27 na operação aeroportuária.,4,11484.23,19941.65
Inspetor de Segurança Nível 28,Cargo de inspetor de segurança nível 28 na operação aeroportuária.,9,13297.39,27944.88
Inspetor de Segurança Nível 29,Cargo de inspetor de segurança nível 29 na operação aeroportuária.,2,10390.46,14725.89
Inspetor de Segurança Nível 30,Cargo de inspetor de segurança nível 30 na operação aeroportuária.,8,10937.28,15705.38
Inspetor de Segurança Nível 31,Cargo de inspetor de segurança nível 31 na operação aeroportuária.,4,14035.33,27487.86
Inspetor de Segurança Nível 32,Cargo de inspetor de segurança nível 32 na operação aeroportuária.,3,14436.98,33032.64
Inspetor de Segurança Nível 33,Cargo de inspetor de segurança nível 33 na operação aeroportuária.,6,4363.26,8311.9
Inspetor de Segurança Nível 34,Cargo de inspetor de segurança nível 34 na operação aeroportuária.,10,13825.34,18893.21
Inspetor de Segurança Nível 35,Cargo de inspetor de segurança nível 35 na operação aeroportuária.,7,13460.26,32611.76
Inspetor de Segurança Nível 36,Cargo de inspetor de segurança nível 36 na operação aeroportuária.,7,12392.24,25879.93
Inspetor de Segurança Nível 37,Cargo de inspetor de segurança nível 37 na operação aeroportuária.,10,2979.72,9740.49
Inspetor de Segurança Nível 38,Cargo de inspetor de segurança nível 38 na operação aeroportuária.,9,9158.57,14651.21
Inspetor de Segurança Nível 39,Cargo de inspetor de segurança nível 39 na operação aeroportuária.,3,6226.33,14136.48
Inspetor de Segurança Nível 40,Cargo de inspetor de segurança nível 40 na operação aeroportuária.,4,12261.57,29519.85
Inspetor de Segurança Nível 41,Cargo de inspetor de segurança nível 41 na operação aeroportuária.,9,4641.42,16204.36
Coordenador de Logística Júnior,Cargo de coordenador de logística júnior na operação aeroportuária.,5,5468.12,8789.09
Coordenador de Logística Pleno,Cargo de coordenador de logística pleno na operação aeroportuária.,8,11582.49,29350.11
Coordenador de Logística Sénior,Cargo de coordenador de logística sénior na operação aeroportuária.,4,4100.3,12568.85
Coordenador de Logística Master,Cargo de coordenador de logística master na operação aeroportuária.,4,14244.68,26094.51
Coordenador de Logística Especialista,Cargo de coordenador de logística especialista na operação aeroportuária.,5,13250.63,25225.2
Coordenador de Logística Setor A,Cargo de coordenador de logística setor a na operação aeroportuária.,8,9945.77,24721.34
Coordenador de Logística Setor B,Cargo de coordenador de logística setor b na operação aeroportuária.,3,13612.53,26081.07
Coordenador de Logística Setor C,Cargo de coordenador de logística setor c na operação aeroportuária.,10,7704.35,12253.45
Coordenador de Logística Setor D,Cargo de coordenador de logística setor d na operação aeroportuária.,3,7721.84,11801.54
Coordenador de Logística Setor E,Cargo de coordenador de logística setor e na operação aeroportuária.,6,5204.36,23324.74
Coordenador de Logística Nível 1,Cargo de coordenador de logística nível 1 na operação aeroportuária.,8,11876.69,30179.3
Coordenador de Logística Nível 2,Cargo de coordenador de logística nível 2 na operação aeroportuária.,2,4785.08,19235.53
Coordenador de Logística Nível 3,Cargo de coordenador de logística nível 3 na operação aeroportuária.,6,3797.58,22871.06
Coordenador de Logística Nível 4,Cargo de coordenador de logística nível 4 na operação aeroportuária.,9,5159.35,8994.9
Coordenador de Logística Nível 5,Cargo de coordenador de logística nível 5 na operação aeroportuária.,2,3751.31,11673.15
Coordenador de Logística Nível 6,Cargo de coordenador de logística nível 6 na operação aeroportuária.,1,9123.73,13415.79
Coordenador de Logística Nível 7,Cargo de coordenador de logística nível 7 na operação aeroportuária.,1,5449.05,16979.04
Coordenador de Logística Nível 8,Cargo de coordenador de logística nível 8 na operação aeroportuária.,10,12540.83,26575.11
Coordenador de Logística Nível 9,Cargo de coordenador de logística nível 9 na operação aeroportuária.,8,8742.11,19354.5
Coordenador de Logística Nível 10,Cargo de coordenador de logística nível 10 na operação aeroportuária.,10,7698.81,21687.16
Coordenador de Logística Nível 11,Cargo de coordenador de logística nível 11 na operação aeroportuária.,6,10675.52,18465.44
Coordenador de Logística Nível 12,Cargo de coordenador de logística nível 12 na operação aeroportuária.,4,10286.55,18779.12
Coordenador de Logística Nível 13,Cargo de coordenador de logística nível 13 na operação aeroportuária.,1,12383.0,30911.4
Coordenador de Logística Nível 14,Cargo de coordenador de logística nível 14 na operação aeroportuária.,1,4625.94,10910.41
Coordenador de Logística Nível 15,Cargo de coordenador de logística nível 15 na operação aeroportuária.,5,5071.74,13440.91
Coordenador de Logística Nível 16,Cargo de coordenador de logística nível 16 na operação aeroportuária.,2,12590.75,29839.28
Coordenador de Logística Nível 17,Cargo de coordenador de logística nível 17 na operação aeroportuária.,10,6169.54,15913.62
Coordenador de Logística Nível 18,Cargo de coordenador de logística nível 18 na operação aeroportuária.,6,12857.39,16954.48
Coordenador de Logística Nível 19,Cargo de coordenador de logística nível 19 na operação aeroportuária.,4,13336.09,25175.9
Coordenador de Logística Nível 20,Cargo de coordenador de logística nível 20 na operação aeroportuária.,2,2296.93,6132.02
Coordenador de Logística Nível 21,Cargo de coordenador de logística nível 21 na operação aeroportuária.,10,4177.24,22787.61
Coordenador de Logística Nível 22,Cargo de coordenador de logística nível 22 na operação aeroportuária.,10,11740.62,25356.78
Coordenador de Logística Nível 23,Cargo de coordenador de logística nível 23 na operação aeroportuária.,2,5936.28,16017.69
Coordenador de Logística Nível 24,Cargo de coordenador de logística nível 24 na operação aeroportuária.,9,4507.07,17136.59
Coordenador de Logística Nível 25,Cargo de coordenador de logística nível 25 na operação aeroportuária.,4,13851.51,25805.94
Coordenador de Logística Nível 26,Cargo de coordenador de logística nível 26 na operação aeroportuária.,8,3074.42,17123.12
Coordenador de Logística Nível 27,Cargo de coordenador de logística nível 27 na operação aeroportuária.,8,3208.08,22588.96
Coordenador de Logística Nível 28,Cargo de coordenador de logística nível 28 na operação aeroportuária.,3,7171.65,20204.17
Coordenador de Logística Nível 29,Cargo de coordenador de logística nível 29 na operação aeroportuária.,3,3502.27,7492.96
Coordenador de Logística Nível 30,Cargo de coordenador de logística nível 30 na operação aeroportuária.,8,7331.45,22631.99
Coordenador de Logística Nível 31,Cargo de coordenador de logística nível 31 na operação aeroportuária.,3,2695.55,15206.46
Coordenador de Logística Nível 32,Cargo de coordenador de logística nível 32 na operação aeroportuária.,2,3507.14,11776.2
Coordenador de Logística Nível 33,Cargo de coordenador de logística nível 33 na operação aeroportuária.,2,3683.53,8116.96
Coordenador de Logística Nível 34,Cargo de coordenador de logística nível 34 na operação aeroportuária.,2,10027.6,11634.03
Coordenador de Logística Nível 35,Cargo de coordenador de logística nível 35 na operação aeroportuária.,3,11398.99,24971.63
Coordenador de Logística Nível 36,Cargo de coordenador de logística nível 36 na operação aeroportuária.,9,11879.38,30595.03
Coordenador de Logística Nível 37,Cargo de coordenador de logística nível 37 na operação aeroportuária.,4,14031.28,29219.97
Coordenador de Logística Nível 38,Cargo de coordenador de logística nível 38 na operação aeroportuária.,4,2481.3,14347.09
Coordenador de Logística Nível 39,Cargo de coordenador de logística nível 39 na operação aeroportuária.,7,6943.69,11903.33
Coordenador de Logística Nível 40,Cargo de coordenador de logística nível 40 na operação aeroportuária.,1,10584.38,20235.9
Coordenador de Logística Nível 41,Cargo de coordenador de logística nível 41 na operação aeroportuária.,5,12096.43,15065.39
Analista de Operações Júnior,Cargo de analista de operações júnior na operação aeroportuária.,5,4289.78,7001.69
Analista de Operações Pleno,Cargo de analista de operações pleno na operação aeroportuária.,1,12267.88,26245.67
Analista de Operações Sénior,Cargo de analista de operações sénior na operação aeroportuária.,9,3827.95,11233.91
Analista de Operações Master,Cargo de analista de operações master na operação aeroportuária.,1,9493.58,16699.73
Analista de Operações Especialista,Cargo de analista de operações especialista na operação aeroportuária.,3,3951.67,10399.22
Analista de Operações Setor A,Cargo de analista de operações setor a na operação aeroportuária.,3,2222.49,18864.02
Analista de Operações Setor B,Cargo de analista de operações setor b na operação aeroportuária.,4,11108.13,19075.95
Analista de Operações Setor C,Cargo de analista de operações setor c na operação aeroportuária.,6,11380.46,28333.74
Analista de Operações Setor D,Cargo de analista de operações setor d na operação aeroportuária.,2,12536.04,27519.72
Analista de Operações Setor E,Cargo de analista de operações setor e na operação aeroportuária.,1,12469.71,17547.46
Analista de Operações Nível 1,Cargo de analista de operações nível 1 na operação aeroportuária.,10,9750.64,13186.5
Analista de Operações Nível 2,Cargo de analista de operações nível 2 na operação aeroportuária.,10,8455.25,9779.93
Analista de Operações Nível 3,Cargo de analista de operações nível 3 na operação aeroportuária.,2,4975.22,14596.17
Analista de Operações Nível 4,Cargo de analista de operações nível 4 na operação aeroportuária.,3,5581.01,14634.39
Analista de Operações Nível 5,Cargo de analista de operações nível 5 na operação aeroportuária.,6,9146.03,20399.18
Analista de Operações Nível 6,Cargo de analista de operações nível 6 na operação aeroportuária.,7,5990.29,24546.67
Analista de Operações Nível 7,Cargo de analista de operações nível 7 na operação aeroportuária.,4,13002.45,18930.24
Analista de Operações Nível 8,Cargo de analista de operações nível 8 na operação aeroportuária.,2,13545.33,29337.23
Analista de Operações Nível 9,Cargo de analista de operações nível 9 na operação aeroportuária.,1,3831.0,13986.2
Analista de Operações Nível 10,Cargo de analista de operações nível 10 na operação aeroportuária.,1,7491.98,15366.61
Analista de Operações Nível 11,Cargo de analista de operações nível 11 na operação aeroportuária.,3,8231.04,19824.08
Analista de Operações Nível 12,Cargo de analista de operações nível 12 na operação aeroportuária.,5,2784.02,15166.29
Analista de Operações Nível 13,Cargo de analista de operações nível 13 na operação aeroportuária.,1,7760.49,22469.89
Analista de Operações Nível 14,Cargo de analista de operações nível 14 na operação aeroportuária.,2,7605.88,24983.2
Analista de Operações Nível 15,Cargo de analista de operações nível 15 na operação aeroportuária.,1,7360.43,10830.19
Analista de Operações Nível 16,Cargo de analista de operações nível 16 na operação aeroportuária.,5,8903.61,27861.51
Analista de Operações Nível 17,Cargo de analista de operações nível 17 na operação aeroportuária.,2,6451.07,12411.25
Analista de Operações Nível 18,Cargo de analista de operações nível 18 na operação aeroportuária.,3,12760.98,26765.51
Analista de Operações Nível 19,Cargo de analista de operações nível 19 na operação aeroportuária.,1,4883.88,19380.18
Analista de Operações Nível 20,Cargo de analista de operações nível 20 na operação aeroportuária.,5,2420.98,4535.29
Analista de Operações Nível 21,Cargo de analista de operações nível 21 na operação aeroportuária.,1,10009.78,28261.41
Analista de Operações Nível 22,Cargo de analista de operações nível 22 na operação aeroportuária.,7,14435.66,26159.8
Analista de Operações Nível 23,Cargo de analista de operações nível 23 na operação aeroportuária.,8,6791.36,24759.17
Analista de Operações Nível 24,Cargo de analista de operações nível 24 na operação aeroportuária.,5,10097.78,18144.65
Analista de Operações Nível 25,Cargo de analista de operações nível 25 na operação aeroportuária.,10,10801.89,30764.64
Analista de Operações Nível 26,Cargo de analista de operações nível 26 na operação aeroportuária.,6,5705.57,22732.17
Analista de Operações Nível 27,Cargo de analista de operações nível 27 na operação aeroportuária.,4,5266.66,22256.66
Analista de Operações Nível 28,Cargo de analista de operações nível 28 na operação aeroportuária.,3,12878.01,18648.9
Analista de Operações Nível 29,Cargo de analista de operações nível 29 na operação aeroportuária.,7,2035.52,3873.87
Analista de Operações Nível 30,Cargo de analista de operações nível 30 na operação aeroportuária.,1,11999.04,28146.96
Analista de Operações Nível 31,Cargo de analista de operações nível 31 na operação aeroportuária.,9,3594.28,8531.45
Analista de Operações Nível 32,Cargo de analista de operações nível 32 na operação aeroportuária.,7,9199.96,12107.13
