matricula,modelo_id,ano_fabricacao,data_ultima_revisao,total_horas_voo,ativa
EC-7381J,64,2019,2026-02-13,32040,True
D-3662K,118,1991,2025-06-27,75978,False
HL-9610G,681,2003,2025-06-20,11732,True
JA-8513H,684,2023,2025-08-11,42326,True
HL-4281W,393,2005,2024-06-16,51458,True
JA-6475H,598,1994,2025-10-15,71720,True
PR-9644D,513,1990,2025-06-07,62504,True
PP-1651Q,606,2012,2026-01-07,16248,True
TC-1149T,502,2003,2024-12-08,36393,True
F-6530B,463,1995,2025-06-08,59599,True
D-5224J,375,1991,2025-04-06,63511,True
TC-6050W,406,2022,2025-11-01,55999,True
PU-8128P,957,1993,2025-10-11,7554,True
VH-3213R,810,2024,2025-11-07,47564,True
VH-8963O,955,1994,2026-02-17,75829,True
TC-1581H,638,2001,2025-06-07,8421,True
D-1001X,334,2008,2025-04-22,51017,True
G-1846I,974,2020,2026-02-15,75895,True
VH-9368G,900,2022,2024-12-16,76132,True
EC-4469Q,95,2004,2026-03-27,32420,True
PP-9760V,364,2007,2025-08-20,7553,True
PR-5827X,298,2011,2025-06-02,30418,False
PP-1883J,738,2005,2026-05-21,11196,True
G-6813L,118,2025,2024-11-08,77807,True
B-4268A,203,2015,2025-05-19,34232,False
EC-8963C,444,2022,2025-07-19,63889,True
HL-9249U,224,2003,2024-07-07,24456,True
PT-397A,231,2024,2025-02-06,44156,True
PU-7894E,580,1997,2024-12-11,43496,True
N-2938D,603,2023,2024-12-31,25580,True
PP-3603W,29,2024,2026-03-29,10544,True
D-2415W,408,1991,2024-09-24,63079,True
PP-4625E,52,2009,2025-03-01,33839,True
G-8987V,140,1993,2024-08-27,61814,True
VH-9846S,638,2008,2025-08-13,74914,True
PU-1010Z,935,1997,2024-08-18,67641,True
F-9562F,395,2017,2026-03-28,23806,True
B-9539H,774,2014,2025-07-24,58961,True
F-6904L,420,1992,2025-05-21,4081,True
HL-3030S,351,2021,2024-09-05,3261,True
EC-3242L,766,2013,2025-04-26,27798,True
D-6470B,492,2023,2024-09-08,64433,True
EC-4080N,745,2025,2026-03-21,79995,True
EC-5968F,46,2023,2025-07-25,40398,True
TC-4109J,504,2018,2025-08-20,61305,True
N-5008Y,815,2017,2025-05-14,25696,True
PS-5056V,305,1997,2025-01-26,4738,True
F-562F,594,1994,2025-05-10,39800,True
EC-4335E,786,1993,2025-05-06,58163,True
PR-1218K,369,2019,2026-02-18,21748,True
G-5251E,176,2019,2025-05-23,10308,True
JA-6971U,563,1991,2025-05-03,60824,True
PR-980S,397,2019,2025-04-28,556,True
TC-3478Q,541,2023,2025-11-23,1210,True
B-7632H,794,2002,2025-04-08,69404,True
F-8013Q,704,1995,2026-01-08,57976,True
N-3081R,761,2024,2024-07-16,13892,True
HL-1669G,444,2000,2025-11-21,66303,True
JA-506A,184,2003,2025-09-19,75784,True
HL-7509A,276,2004,2024-08-04,8769,True
N-6178C,418,2003,2025-09-01,69464,True
HL-8369Y,249,2001,2024-09-03,66059,True
EC-7345V,805,1997,2025-09-12,5313,True
N-4448W,629,2024,2024-10-27,10177,True
B-8859A,631,2025,2026-04-27,11824,True
HL-249X,795,2024,2025-03-12,74664,True
TC-9978D,733,1997,2024-10-07,20358,True
PU-8020D,273,2005,2025-03-24,72320,True
PR-1858Z,93,2011,2026-03-15,37154,False
VH-3406G,957,2011,2024-12-15,55675,True
PR-1093O,41,2011,2024-09-08,41144,True
EC-7119E,748,2021,2025-02-23,58561,True
F-6971S,530,2016,2025-08-24,70229,True
PR-1922O,507,2017,2025-10-25,23143,True
EC-4256X,638,1999,2025-10-18,62891,True
N-4128P,615,2013,2025-09-19,52616,True
G-9110F,406,1993,2024-11-12,52783,True
F-410J,122,2018,2024-08-28,48954,True
VH-3680B,243,2004,2025-05-16,44764,True
PS-7374M,403,1992,2025-05-06,4425,True
F-5235K,62,2003,2026-04-04,72808,True
PU-7292Y,828,1995,2025-08-26,856,True
F-8187G,797,1994,2025-06-22,61357,True
D-2541H,713,1995,2026-03-20,7625,True
PT-597T,297,2012,2026-05-24,75673,True
VH-1802H,32,1996,2026-03-21,21709,False
D-3763A,858,2024,2024-06-14,10194,True
PU-8304D,85,1991,2025-07-19,44442,False
B-7677Y,172,2011,2026-02-08,57457,True
D-2925N,86,2010,2025-03-04,69668,True
B-4071M,116,2000,2025-04-24,65044,True
N-9296L,819,2024,2026-01-07,19208,True
PU-8709E,147,2023,2026-03-29,941,True
F-5537O,390,2000,2025-05-15,27677,True
PS-9538C,420,1996,2025-02-04,32767,True
N-132E,318,2024,2025-08-22,45019,True
TC-5302Z,775,2001,2024-08-31,44123,True
F-7409W,819,1993,2024-06-22,68860,True
G-3484L,874,2020,2025-10-03,18634,True
F-9894R,151,1992,2025-03-20,45272,True
PS-7765X,866,2001,2026-03-20,71651,True
PT-2997O,86,2015,2025-10-21,37181,True
VH-6691T,343,2025,2025-05-06,7688,True
G-8659I,77,1994,2025-12-23,56010,False
PP-988X,940,1994,2026-02-02,22131,True
PT-2340L,553,2009,2024-11-14,64370,True
PS-8678O,832,2009,2026-02-10,67496,True
PU-8396S,922,2004,2026-04-25,53583,True
F-354W,132,2000,2025-12-23,44043,True
EC-1825G,383,2019,2025-09-04,73658,True
PS-7799W,274,2001,2025-10-21,13896,True
PT-5289Y,482,1991,2025-11-05,74403,True
PP-2106B,775,2007,2026-03-04,52888,True
N-8887S,580,2000,2025-04-20,52998,True
PR-4985J,747,2021,2025-06-13,54069,True
B-1887W,833,2008,2024-07-08,75010,True
PS-4934A,356,1993,2025-10-28,10369,True
B-6904Q,104,2009,2025-01-23,48600,True
N-4316W,713,2013,2026-03-28,22021,True
N-8498T,479,1998,2025-01-03,76363,True
N-150L,840,2013,2026-02-01,19268,True
PT-152Q,499,1995,2025-05-13,42518,True
B-9341F,177,2002,2025-06-07,37930,True
PP-9877O,164,2013,2025-06-10,38610,True
N-4597Z,380,2010,2026-05-15,59546,True
PS-5027Q,762,2013,2026-03-04,44009,True
PR-2632H,701,1991,2024-08-27,79789,True
D-2697T,940,2014,2024-12-30,59896,True
TC-2687R,407,2014,2024-06-28,10396,True
PP-8488K,639,1991,2025-03-05,35252,False
PP-971S,655,2009,2026-02-17,28702,True
PT-272E,847,2004,2025-05-17,2252,True
VH-3311B,760,1997,2026-03-21,9088,True
G-4064H,613,2024,2026-03-22,72387,True
PU-9799N,437,2016,2025-05-31,69544,True
PS-4619X,525,1997,2026-05-21,46597,True
TC-9475Z,832,1995,2024-07-15,23969,True
TC-1441T,15,2006,2024-09-14,25247,True
B-6665B,933,2010,2025-03-12,54984,True
PU-3992N,808,2009,2026-01-05,33362,True
B-6338Y,632,2006,2024-06-16,39647,True
PT-1346A,421,2018,2025-11-25,1861,True
VH-833L,214,1992,2024-08-07,30056,True
B-1568K,97,2025,2025-03-08,60436,True
PU-423V,851,2009,2025-03-15,36308,True
PU-6665H,545,2025,2025-01-07,75949,True
F-5156B,68,2009,2024-12-17,33651,True
EC-8050S,47,2011,2025-09-24,64713,True
PS-5442Q,64,2011,2025-01-07,35285,True
PS-1813Q,617,2000,2024-06-29,58134,True
PR-127N,675,2000,2025-10-12,13448,True
EC-506V,933,1990,2026-03-09,42708,True
JA-6925W,496,2008,2026-02-01,66014,True
VH-2126Y,970,2018,2025-09-27,70420,True
PR-3403V,647,2004,2025-11-21,4277,True
TC-9805H,495,2012,2025-09-28,66970,True
PS-119W,103,1998,2026-04-15,11757,True
EC-9694W,292,2008,2025-07-25,77167,True
D-1246R,67,2003,2025-02-06,33386,True
PP-9863A,447,1997,2025-05-23,50899,True
HL-9002Y,945,2011,2026-02-22,27894,True
PT-1034N,512,1991,2025-02-08,61432,True
HL-9746M,493,1990,2024-09-12,24264,True
F-2113E,487,1996,2025-03-16,61625,True
B-2690M,552,2010,2025-03-31,64793,True
HL-1260B,805,2012,2025-10-04,16874,True
PU-1127N,835,2025,2024-11-17,55572,True
PT-8299L,381,1998,2025-06-18,41584,True
G-8039R,450,1990,2024-12-19,42112,True
PU-2111C,434,2014,2026-05-07,78140,True
PT-5962G,296,1991,2024-12-26,41506,True
PU-2374N,985,2016,2026-05-28,76791,True
EC-7408N,529,2017,2026-01-02,74766,True
PR-7757R,179,2022,2025-08-02,15615,True
PR-4384D,782,2005,2024-12-28,65022,True
JA-7047I,687,1992,2025-03-06,38016,True
TC-7983B,216,2025,2025-02-18,30792,True
PR-4005C,897,1996,2025-12-22,9523,True
D-7982B,72,2024,2025-02-18,29142,False
VH-7837Q,314,1991,2025-12-05,66059,True
PU-5775M,15,2008,2025-11-03,30285,True
PR-2054G,46,1999,2025-10-23,16827,True
B-4191U,356,2007,2025-06-04,6742,True
D-1440H,877,2002,2025-04-01,73405,True
TC-4227P,165,2019,2026-03-11,72358,True
B-1923T,400,2010,2026-06-01,62950,True
N-1496K,673,2008,2026-01-07,74333,True
VH-6414N,64,2018,2025-11-06,56965,True
D-1577E,279,2003,2025-04-16,37916,True
G-9307H,269,2023,2024-11-12,42857,True
D-5685D,703,2011,2024-12-06,64133,True
HL-780A,322,2022,2026-03-07,30409,True
VH-9674P,652,2005,2025-02-19,53094,True
TC-3898X,923,1993,2025-11-19,9231,True
TC-8616U,159,1995,2024-12-29,5362,True
EC-3008P,568,2005,2024-10-22,30588,True
N-6249R,236,2006,2024-06-04,41713,True
G-1364W,57,2014,2025-12-04,45333,True
VH-1637G,528,1999,2026-05-05,22400,True
PP-3325M,782,2011,2025-02-16,66969,True
HL-4596X,897,2014,2024-06-22,6216,True
PR-5057R,558,1999,2025-08-15,41524,True
HL-7747V,616,1994,2026-04-30,25265,True
F-6229C,364,2022,2025-02-22,52585,True
TC-719T,306,2022,2024-11-16,61024,True
F-8799Z,141,1995,2026-01-29,61192,True
TC-8240M,430,1996,2024-06-09,47514,True
JA-8601X,9,2017,2025-11-16,13809,True
D-962A,83,2003,2025-05-16,54179,True
PP-3125A,65,2016,2024-10-04,26504,True
G-9980D,246,2015,2025-06-02,40583,True
PP-5539S,561,2012,2026-05-24,50056,True
PP-1755W,176,1998,2025-12-23,67113,True
EC-8777K,214,2010,2025-06-02,32949,True
PU-4111B,97,2006,2024-09-11,23417,True
HL-7656H,410,2002,2025-07-17,19516,True
B-1847L,244,1995,2025-09-30,5748,True
PU-3770A,556,1991,2025-12-02,38157,True
PT-648Y,38,2000,2025-11-24,42478,True
PU-7451L,301,2020,2026-01-24,57177,True
D-1887H,354,2010,2024-09-21,8844,True
F-4683N,845,1996,2025-06-05,62035,True
PU-7850C,148,2018,2025-03-31,14628,True
EC-2587P,176,2009,2025-08-20,11262,True
F-8073R,864,2002,2025-02-10,31363,True
PR-7037L,354,2018,2025-11-06,52042,True
N-5716E,724,1998,2025-07-01,596,True
PP-2214O,636,2017,2026-04-17,13015,True
D-551B,90,2001,2025-08-08,69980,False
N-5708W,70,2018,2025-06-23,23826,True
PU-9046R,729,2025,2024-07-18,32392,True
JA-1987C,577,2022,2025-12-11,74971,True
PS-6038J,35,2013,2025-08-07,18128,True
VH-6598Z,261,1991,2025-08-27,50632,False
N-6594J,924,2003,2024-12-30,17961,True
PR-908Q,563,2011,2026-03-17,1341,True
PT-5573P,701,2001,2026-05-31,65407,True
PR-7157W,254,2016,2026-04-03,22312,True
F-2990Y,166,2011,2024-10-02,1594,True
F-6508K,884,2002,2025-12-25,12241,True
N-9266I,532,2006,2026-04-17,20163,True
EC-4439C,537,2007,2025-10-16,38732,True
G-2664Y,46,2007,2025-04-29,24558,True
JA-8284U,897,2019,2026-02-26,24475,True
B-1531Z,249,2000,2025-04-11,11530,True
F-649Q,887,2000,2024-06-19,77483,True
HL-8991B,469,2007,2024-12-01,28101,True
N-7610F,623,1992,2025-04-16,30503,True
PT-7142K,899,1997,2026-05-21,41598,True
G-7561H,759,2002,2025-04-27,57521,True
PR-7547E,811,2018,2026-02-21,61318,True
F-8041X,428,2011,2025-09-18,79459,True
PS-2586J,430,1991,2025-07-26,48230,True
B-682L,18,1998,2024-06-26,11853,True
PP-5522A,738,2013,2026-02-04,66984,True
VH-3683M,730,2023,2025-10-09,22104,True
PT-7612Y,50,1999,2024-10-25,36657,True
TC-5887U,742,2013,2026-01-27,19333,True
D-4288N,582,2005,2025-05-28,37416,True
PS-3022Y,135,2000,2025-05-06,72195,True
HL-2895C,952,2002,2025-11-13,1047,True
D-3541F,129,1991,2026-04-12,39459,True
PU-253U,26,1990,2025-01-25,35835,True
PU-4832I,403,2001,2024-12-24,22179,True
JA-2284Q,74,2021,2025-07-27,20123,True
PU-4070G,269,2019,2024-10-13,58742,True
PR-4451R,812,2006,2025-10-13,37595,True
HL-8111M,932,1999,2026-05-05,72430,True
N-6122S,619,2009,2026-01-21,73061,True
PP-8229L,592,2014,2025-09-11,47776,True
F-8166N,792,2006,2026-03-03,13940,True
TC-503A,519,2018,2026-02-16,12225,True
PP-3700K,787,1997,2025-01-09,51677,True
B-1870Q,189,2006,2024-11-01,36250,True
TC-6435V,295,2010,2025-11-21,52334,True
G-5571M,715,2016,2025-03-08,1475,True
PR-8194N,663,1999,2024-07-07,36661,True
N-1402H,748,1993,2024-07-15,76246,True
HL-2406O,751,2004,2025-06-11,38348,True
HL-5561P,825,2009,2025-09-13,39120,True
F-4833W,306,2000,2026-03-09,57114,True
PU-9623U,328,2004,2025-04-07,57668,True
N-7821Z,360,2007,2026-02-14,38783,True
F-7662J,278,1997,2024-08-20,44696,True
PP-2404F,749,2011,2025-05-03,8813,True
JA-6209V,999,2025,2025-03-04,78329,True
G-8536C,77,2014,2024-11-22,41356,True
HL-8652T,116,2009,2025-06-08,78056,True
F-7328N,620,1997,2025-06-22,48650,True
F-589B,310,2022,2026-04-09,55815,True
EC-818Q,680,1990,2026-01-29,20334,True
D-8525E,165,2006,2025-05-30,75125,False
B-9970Y,244,2009,2025-11-12,17214,True
D-4507T,461,2022,2025-07-15,38749,True
PP-2791Q,809,1994,2024-12-17,48577,True
N-6753F,855,2009,2024-09-18,30681,True
PP-9803T,324,1998,2025-01-04,4524,True
PR-1656M,59,2008,2025-06-18,18249,True
HL-3874X,883,2021,2024-08-23,48522,True
VH-7959W,757,2001,2025-04-24,74923,True
PU-6497U,532,2013,2025-01-11,66683,True
N-7594N,986,1991,2025-08-14,48626,False
HL-5376P,373,2020,2024-07-22,47240,True
JA-2772S,692,1995,2025-08-31,69844,True
VH-1853T,261,1992,2024-08-27,45087,True
HL-4217N,744,2012,2025-03-31,22614,True
PT-8853S,200,2013,2024-10-29,68467,True
F-3332B,455,2014,2025-11-12,71401,True
HL-124K,258,1998,2025-04-30,52224,False
B-4662I,129,1997,2025-08-28,12204,True
PS-8343J,630,2014,2025-02-16,20185,True
PU-4184W,820,2016,2024-06-18,73352,True
JA-5154R,373,1992,2026-03-27,58032,False
PS-5054E,818,2001,2026-03-13,29859,True
N-484I,314,1991,2025-11-17,48690,True
JA-1915B,845,2017,2025-06-02,16929,False
TC-638E,4,1997,2026-02-15,13460,True
PU-1545E,979,2013,2024-10-14,66833,True
F-6833W,46,2008,2025-02-23,78326,True
PR-2334U,166,2010,2025-09-16,5816,True
VH-611D,108,2024,2024-10-16,65796,True
PP-6567C,502,1998,2025-02-24,67676,True
PP-8121B,131,2014,2024-06-30,15637,True
EC-2182Y,451,2021,2024-08-17,53187,True
PU-845F,462,1997,2025-03-30,69850,True
TC-3561Y,15,1997,2025-09-16,1452,False
VH-4548S,854,2012,2024-07-29,19201,True
PU-737A,764,2003,2025-02-27,47768,True
TC-1937Y,680,2025,2025-04-29,66808,True
TC-3573I,766,2010,2025-09-21,64584,True
HL-4749S,307,2018,2025-06-07,66276,True
TC-7537T,159,2014,2025-07-18,76030,True
PT-6739U,796,1995,2024-07-20,53811,True
PU-6477M,403,2003,2025-06-10,24146,True
PS-1419Q,556,1998,2025-09-30,78196,True
F-7630M,557,1999,2025-07-02,38373,True
VH-5063Q,864,2010,2024-09-20,11305,True
TC-3085N,229,2011,2024-11-10,57634,True
PU-8458Y,301,2011,2024-07-13,22674,True
HL-5770I,805,1997,2025-06-08,54139,True
PS-3365D,898,2006,2025-11-04,23300,True
JA-5146O,183,2005,2024-07-07,67840,False
PS-2676O,51,2010,2024-06-18,43526,True
PR-2868P,969,2008,2025-07-13,12243,True
B-2939I,230,1999,2024-07-21,780,True
JA-5538Q,607,2000,2024-11-01,3842,True
D-350U,268,1999,2024-11-16,50444,True
HL-7247D,695,2005,2026-01-08,49726,True
G-3273J,641,2023,2026-03-24,47455,True
F-5430V,979,1999,2026-01-05,79790,True
HL-8513A,213,1996,2025-01-27,19610,False
PS-2858X,495,2015,2026-03-04,67195,True
B-9433Z,415,2010,2025-12-26,20587,True
PT-7902P,895,2025,2025-08-26,2220,False
F-1942B,328,2003,2024-06-16,79246,False
PS-993M,320,1997,2024-09-19,49357,True
B-454F,766,1995,2024-11-10,39519,True
B-997Z,479,2022,2026-01-21,24656,True
PT-422O,471,1998,2025-06-10,45954,True
PP-2099Z,47,2024,2025-01-20,44371,True
PR-7147W,2,2022,2024-11-28,35706,True
VH-2520T,93,2005,2024-10-18,49020,True
B-9787Y,846,2007,2026-03-09,11807,True
TC-2026Q,857,2020,2025-05-03,18719,True
PP-3274H,817,1995,2025-08-22,60963,True
HL-1248G,443,2002,2026-04-01,15157,True
EC-6338U,623,2012,2025-12-10,47276,True
TC-9837V,78,2019,2024-10-16,72102,True
F-9182K,934,2011,2026-01-11,64728,True
PU-2129X,724,2017,2026-01-28,24107,True
PT-7097I,30,2001,2025-01-04,27516,True
EC-3661B,738,2007,2025-09-29,48228,True
JA-7677I,100,1998,2025-01-06,72835,True
JA-4179P,492,1991,2024-08-16,43954,True
N-3689C,488,1991,2025-08-04,16953,True
TC-8046F,101,2019,2024-06-04,67429,True
TC-8161X,158,2024,2024-08-11,59497,True
PP-6458K,10,1993,2025-11-25,26809,True
PP-3522L,892,2008,2025-03-23,67254,True
PS-7225N,161,2010,2025-11-06,29790,True
D-1947R,1000,2003,2025-08-24,19275,True
EC-5476G,6,1999,2025-10-11,9263,True
EC-5810F,160,2003,2025-03-02,77665,True
HL-3934D,347,1995,2026-05-07,4598,True
PT-9019X,344,1992,2025-09-19,63448,True
EC-8003Z,129,2000,2025-09-21,66599,True
PR-9238S,115,2025,2024-09-01,66170,True
TC-8570T,573,2011,2024-09-01,6366,False
PR-3715Q,561,1996,2025-10-15,13289,True
PS-2206B,238,2015,2025-11-23,2870,True
PR-3232H,506,2007,2024-10-15,73839,True
HL-1272F,412,1990,2025-08-20,59048,True
JA-8330B,948,2020,2026-03-21,79110,True
PU-4886Z,835,2017,2025-01-21,79376,True
PR-9584D,50,2000,2025-04-24,28328,True
B-4051O,596,2022,2026-05-02,8129,True
HL-6707A,6,2021,2024-12-23,75381,True
TC-4237S,175,2003,2024-07-02,43298,True
JA-2709B,182,2021,2024-12-11,27581,True
B-990Z,317,2021,2024-07-24,69417,True
N-5392Y,48,1996,2024-08-24,38967,True
PU-3691A,101,1996,2025-07-28,8786,True
G-8072A,808,2012,2024-09-30,13781,True
PT-1037P,322,2005,2025-08-05,42146,True
B-4908V,903,2000,2025-05-26,32257,True
VH-3547Y,491,2012,2025-09-10,48828,True
EC-1671E,651,2025,2026-05-06,23500,True
HL-5180F,313,1995,2024-08-14,35246,True
N-6631D,520,2008,2024-12-23,53122,True
B-8832K,261,2018,2025-05-05,29223,True
F-9405H,665,1990,2026-05-13,10979,True
PT-3025P,956,1999,2025-03-06,39068,True
PP-8542C,68,2010,2025-09-03,2574,True
G-8809S,844,1998,2025-02-27,27089,True
B-2033P,115,1995,2024-08-15,36578,True
D-5286G,993,1992,2024-08-04,11961,True
B-8075B,339,2012,2025-10-22,58750,True
HL-1786I,251,1991,2024-09-22,19151,True
HL-6511O,670,1997,2024-06-23,67057,True
B-4597A,288,1999,2026-02-20,69762,True
PU-2870A,43,2011,2024-10-26,34865,True
TC-8423Z,930,2008,2026-03-05,16561,True
EC-7769T,708,2016,2024-11-28,62106,True
PP-6832H,740,2004,2025-08-13,27451,True
PS-2685L,426,2001,2026-02-23,11139,True
VH-7724I,85,2009,2026-05-06,1778,True
N-1755N,943,1998,2026-01-05,79296,True
TC-2584T,71,2015,2024-07-18,16214,True
TC-6993S,226,2007,2025-03-14,75423,True
PT-7649J,406,2006,2025-09-13,71770,True
JA-8350F,58,2020,2025-03-27,76831,True
JA-2548B,511,2011,2025-05-03,61923,False
B-6396I,546,2002,2025-11-12,60546,True
N-3544Y,62,2002,2025-05-04,63797,True
VH-1938P,997,2007,2025-10-16,66265,True
JA-6788O,259,2004,2025-08-26,13544,True
PP-2084X,555,2001,2024-12-16,60248,True
EC-6953O,229,2008,2024-09-29,65255,True
PS-1813P,818,2025,2024-11-17,38528,True
HL-1437N,669,2006,2025-08-21,60461,True
N-6264A,859,1996,2026-05-23,43313,True
JA-6122I,108,2013,2025-01-13,59537,True
PT-4375Y,156,2025,2026-03-06,24061,True
PP-9065F,62,2018,2024-10-26,69039,True
PP-2623H,691,2010,2025-08-09,30155,True
JA-3042E,123,2004,2025-11-08,20432,True
G-8868P,711,2021,2024-11-10,28641,True
EC-9294U,603,2014,2025-12-14,6776,True
B-4080Y,613,2008,2025-06-11,64782,True
N-8403T,251,2009,2025-03-06,34110,True
JA-8544B,788,1996,2026-04-16,78098,True
PR-4726L,76,2018,2026-04-02,59484,True
JA-1878P,77,2012,2025-11-09,37115,True
EC-4390S,875,2010,2026-01-02,7087,True
VH-6410E,946,2005,2026-04-20,56516,True
D-6929R,167,2017,2025-01-10,29877,True
JA-407M,515,2010,2026-04-21,74712,True
G-6079Z,142,1994,2024-10-03,43061,True
TC-2499J,551,2011,2025-07-18,49924,True
N-4703N,289,2003,2025-06-26,78312,True
TC-9349S,481,2003,2025-01-20,534,True
TC-175A,288,2015,2025-03-27,53673,True
JA-6026V,168,1998,2024-12-07,53808,True
HL-2338Z,308,2021,2025-06-05,14595,True
TC-455K,165,1990,2025-12-12,51759,True
PR-9330C,635,1995,2025-06-09,59063,True
TC-327M,443,2004,2024-12-06,41656,True
F-1848W,671,1991,2025-01-26,21168,True
PT-2104I,751,1991,2025-10-02,77302,True
N-8850D,411,2021,2025-08-03,25439,True
PS-9951W,600,2019,2025-10-04,249,True
PU-8577G,328,2016,2026-01-27,31089,True
D-873G,416,1994,2025-02-09,76642,True
F-8385Z,835,2021,2024-07-13,44767,True
N-7772N,889,2024,2025-12-24,61783,True
VH-3062M,273,2005,2024-12-08,57357,True
VH-8241W,803,2021,2024-06-09,44163,True
PU-2238D,965,2019,2026-02-26,11842,True
EC-2050N,539,2007,2025-12-21,79339,True
N-9419R,945,2000,2024-10-19,49547,True
TC-5183W,599,2008,2026-04-12,41039,True
TC-794K,714,2003,2025-05-16,60926,True
B-4533S,623,1993,2025-06-05,36115,True
N-2054Y,68,2006,2026-02-05,14765,True
PT-211R,631,2024,2024-09-16,60827,True
PP-6259S,700,1991,2025-11-15,46017,True
B-5137O,100,2002,2026-02-07,64683,True
PP-6260W,392,2017,2024-08-02,77178,True
VH-8440C,666,2023,2025-05-20,26255,True
JA-169G,594,2007,2025-08-22,64901,True
JA-1882Y,190,2011,2024-11-07,36668,True
D-848P,360,1996,2026-02-24,38614,True
B-8200N,508,2009,2024-07-29,7869,True
PP-8833M,498,2006,2025-04-09,12510,True
PR-7527H,780,1995,2024-10-03,76527,True
F-5995B,856,2007,2025-03-06,62414,True
PP-5644L,395,2016,2024-07-08,13740,True
F-2825Y,1000,2009,2026-03-17,6443,True
PP-9190Z,686,2018,2025-02-13,17392,True
B-4850B,388,2009,2025-03-02,65407,True
PR-8826Q,457,1992,2024-11-02,33412,True
EC-1437U,417,1991,2024-10-02,63179,True
PR-2566P,714,2013,2025-04-27,69842,True
PU-3233E,760,1990,2025-05-12,46919,False
PR-9834Z,682,2007,2025-09-24,28538,True
EC-7116X,2,2021,2025-09-15,44212,True
HL-5753I,732,2001,2024-09-23,22770,True
HL-7264A,427,2006,2025-01-03,25232,True
D-2293S,693,2017,2026-04-02,75942,True
PS-2679D,886,2011,2026-03-17,17022,True
EC-6011S,891,2015,2025-10-23,10351,True
D-676Q,537,2012,2025-10-07,35109,True
JA-1947R,524,1998,2025-01-25,56642,True
B-335V,604,2006,2025-11-08,11040,True
N-5133P,143,2009,2026-01-24,55740,True
PR-3330J,348,2024,2025-11-29,37399,True
EC-4608G,43,2022,2025-07-03,74777,True
PS-7236N,431,2008,2024-12-10,64621,True
PR-5551J,703,2020,2025-11-20,12753,True
EC-9456M,121,2004,2025-05-29,6064,True
N-7977W,53,2020,2024-09-21,16219,True
JA-8338A,901,1999,2025-04-04,66644,True
N-2714P,711,1998,2025-08-09,34983,True
PR-6923S,346,2002,2025-12-12,48630,True
PT-8262C,477,1997,2025-05-26,15841,True
PP-2442C,958,2005,2026-01-15,15717,True
PS-6251X,72,2003,2025-12-03,16474,True
VH-9020B,22,1992,2025-06-15,13747,True
EC-4999A,535,2020,2025-09-02,33121,True
PR-3669G,261,2016,2026-04-20,58173,False
D-7453G,403,2007,2024-12-05,14765,True
PR-2969F,398,2012,2025-12-23,55620,True
PP-178T,279,2022,2025-07-03,37295,True
G-1410Y,747,2025,2026-04-16,7356,True
F-2537Z,223,2022,2025-11-01,70666,True
PS-7886P,878,1998,2025-07-15,13611,True
PS-1247R,996,2011,2025-08-18,11191,True
N-4046B,994,2020,2026-03-10,21699,True
VH-394I,513,2015,2024-12-27,70581,True
PP-975Y,288,1994,2026-04-01,16384,True
EC-2372K,42,2016,2025-09-06,76880,True
HL-3990F,66,2006,2024-08-02,36097,True
VH-6975U,572,2017,2026-02-14,28244,True
G-9189P,786,1990,2024-10-13,36177,True
PT-1696L,124,2016,2026-03-28,54903,True
N-3363T,140,1995,2025-07-15,70163,True
JA-1869V,139,2008,2025-05-06,51518,True
F-9204B,461,2024,2025-05-11,70434,True
PR-8283B,814,2019,2024-10-08,64556,True
EC-9300H,634,2000,2025-06-30,23276,True
PP-2080U,980,1990,2025-06-15,18099,True
N-2560G,276,2023,2025-06-09,39939,True
D-1885S,242,1998,2024-12-18,21354,True
PT-7295O,615,1995,2025-06-23,67488,True
G-5117D,609,2019,2026-02-04,65219,True
PR-3655M,13,2020,2025-07-25,15357,True
EC-8666O,39,2003,2025-03-26,59300,True
F-4429Y,285,2013,2026-05-17,62113,True
TC-6762V,478,2017,2025-09-23,28152,True
PU-2071W,214,1996,2024-08-05,79932,True
EC-3535F,182,2004,2024-07-12,76693,True
D-8844B,844,1992,2025-01-16,6474,True
TC-7110O,118,2013,2024-06-15,49222,True
PS-6401R,714,2010,2025-05-12,56409,True
VH-1108Z,65,1992,2025-03-23,75862,True
TC-9903P,795,2003,2025-12-01,34499,True
PP-877I,370,1990,2026-04-10,47256,True
PP-6799U,406,2002,2026-03-29,7681,True
PP-5943X,608,2018,2026-02-01,19374,True
TC-3440P,25,1996,2024-10-08,35315,True
VH-8892Q,257,2011,2025-09-08,70945,True
PT-7123A,296,2014,2025-03-21,5219,True
PS-3445A,909,2021,2026-04-05,60600,True
G-2355T,151,2022,2025-09-26,59871,True
TC-4945L,239,1999,2026-02-09,69401,True
HL-5053R,380,2022,2025-03-24,8084,True
N-7625M,639,2025,2025-01-31,49114,True
PS-9975P,159,2012,2024-10-21,13419,True
F-9897N,448,2009,2026-03-12,11266,True
F-9085K,702,2013,2026-01-05,11995,True
EC-6119U,336,2004,2025-01-06,78380,True
PU-5774G,284,2012,2024-08-18,22050,True
TC-8699X,375,2000,2025-12-31,14403,True
HL-2137C,940,1995,2025-02-03,7602,True
N-5783T,735,2019,2025-06-14,74497,True
PU-3126F,937,2005,2024-11-20,36168,True
PP-5115F,424,2000,2024-07-29,66614,True
F-9977X,218,2014,2025-11-01,41618,True
