reserva_id,numero_passagem,assento,classe,emitida_em
3660,TKT-03660,25B,PRIMEIRA_CLASSE,2026-01-17 12:57:24+00:00
3661,TKT-03661,31D,PRIMEIRA_CLASSE,2025-12-11 04:37:05+00:00
3662,TKT-03662,19F,ECONOMICA,2026-05-28 11:42:06+00:00
3663,TKT-03663,29C,PRIMEIRA_CLASSE,2026-01-21 17:33:07+00:00
3664,TKT-03664,14D,ECONOMICA,2025-08-21 03:39:47+00:00
3665,TKT-03665,20B,ECONOMICA,2026-01-28 15:07:34+00:00
3666,TKT-03666,13F,EXECUTIVA,2025-12-28 23:33:00+00:00
3667,TKT-03667,13F,PRIMEIRA_CLASSE,2026-03-27 18:23:26+00:00
3668,TKT-03668,38E,EXECUTIVA,2025-07-30 05:44:08+00:00
3669,TKT-03669,35E,ECONOMICA,2026-04-23 00:10:11+00:00
3670,TKT-03670,18E,ECONOMICA,2025-12-26 15:17:24+00:00
3671,TKT-03671,37A,ECONOMICA,2026-03-07 20:27:57+00:00
3672,TKT-03672,11A,PRIMEIRA_CLASSE,2026-05-03 19:47:47+00:00
3673,TKT-03673,32D,PRIMEIRA_CLASSE,2026-04-07 17:48:49+00:00
3674,TKT-03674,11F,EXECUTIVA,2025-06-20 02:18:47+00:00
3675,TKT-03675,34E,EXECUTIVA,2025-08-07 00:36:08+00:00
3676,TKT-03676,5B,EXECUTIVA,2025-10-08 23:58:13+00:00
3677,TKT-03677,38D,EXECUTIVA,2025-11-11 04:31:35+00:00
3678,TKT-03678,31F,EXECUTIVA,2025-07-25 15:01:33+00:00
3679,TKT-03679,9E,EXECUTIVA,2026-04-25 13:07:44+00:00
3680,TKT-03680,17E,ECONOMICA,2025-11-05 14:10:12+00:00
3681,TKT-03681,2D,PRIMEIRA_CLASSE,2025-07-22 14:17:40+00:00
3682,TKT-03682,34E,ECONOMICA,2025-08-30 19:13:46+00:00
3683,TKT-03683,6B,PRIMEIRA_CLASSE,2026-03-09 11:12:52+00:00
3684,TKT-03684,21D,PRIMEIRA_CLASSE,2026-04-09 23:41:28+00:00
3685,TKT-03685,4A,PRIMEIRA_CLASSE,2025-11-22 10:25:54+00:00
3686,TKT-03686,5F,ECONOMICA,2025-11-04 12:23:07+00:00
3687,TKT-03687,11E,EXECUTIVA,2025-08-03 01:07:28+00:00
3688,TKT-03688,10F,ECONOMICA,2026-01-13 04:37:22+00:00
3689,TKT-03689,23C,EXECUTIVA,2026-02-20 15:32:18+00:00
3690,TKT-03690,29D,EXECUTIVA,2025-10-27 13:19:09+00:00
3691,TKT-03691,26A,EXECUTIVA,2026-04-22 20:09:24+00:00
3692,TKT-03692,33D,PRIMEIRA_CLASSE,2025-10-06 18:09:29+00:00
3693,TKT-03693,25D,PRIMEIRA_CLASSE,2026-04-13 12:40:16+00:00
3694,TKT-03694,24A,PRIMEIRA_CLASSE,2025-10-04 08:44:02+00:00
3695,TKT-03695,20E,ECONOMICA,2025-12-23 21:46:54+00:00
3696,TKT-03696,37C,EXECUTIVA,2025-07-05 12:11:28+00:00
3697,TKT-03697,5D,ECONOMICA,2026-06-03 04:10:25+00:00
3698,TKT-03698,4F,ECONOMICA,2025-12-13 14:29:47+00:00
3699,TKT-03699,16A,PRIMEIRA_CLASSE,2025-09-23 13:16:28+00:00
3700,TKT-03700,10C,EXECUTIVA,2026-03-03 02:53:01+00:00
3701,TKT-03701,16E,PRIMEIRA_CLASSE,2026-04-22 22:51:49+00:00
3702,TKT-03702,38F,PRIMEIRA_CLASSE,2026-05-12 09:25:31+00:00
3703,TKT-03703,30D,PRIMEIRA_CLASSE,2026-04-24 15:33:32+00:00
3704,TKT-03704,5C,ECONOMICA,2025-08-02 05:57:02+00:00
3705,TKT-03705,1F,EXECUTIVA,2026-05-30 20:04:54+00:00
3706,TKT-03706,1B,PRIMEIRA_CLASSE,2025-09-17 11:14:24+00:00
3707,TKT-03707,1E,EXECUTIVA,2026-03-16 19:18:52+00:00
3708,TKT-03708,26B,PRIMEIRA_CLASSE,2025-09-12 12:20:16+00:00
3709,TKT-03709,16F,EXECUTIVA,2025-07-18 11:10:25+00:00
3710,TKT-03710,24B,PRIMEIRA_CLASSE,2025-11-06 13:17:50+00:00
3711,TKT-03711,17F,PRIMEIRA_CLASSE,2025-10-23 10:36:42+00:00
3712,TKT-03712,20B,ECONOMICA,2025-12-16 14:32:07+00:00
3713,TKT-03713,39D,ECONOMICA,2025-10-29 23:35:57+00:00
3714,TKT-03714,29D,EXECUTIVA,2025-09-07 02:51:45+00:00
3715,TKT-03715,35F,PRIMEIRA_CLASSE,2026-03-15 01:29:29+00:00
3716,TKT-03716,10C,PRIMEIRA_CLASSE,2025-09-30 07:00:28+00:00
3717,TKT-03717,14D,ECONOMICA,2025-09-17 01:03:35+00:00
3718,TKT-03718,29F,PRIMEIRA_CLASSE,2026-03-20 01:07:55+00:00
3719,TKT-03719,22D,EXECUTIVA,2026-03-10 08:13:13+00:00
3720,TKT-03720,20A,PRIMEIRA_CLASSE,2025-12-10 17:16:54+00:00
3721,TKT-03721,20E,ECONOMICA,2026-03-17 02:32:50+00:00
3722,TKT-03722,25F,EXECUTIVA,2025-12-30 09:17:29+00:00
3723,TKT-03723,38F,EXECUTIVA,2025-09-07 14:01:19+00:00
3724,TKT-03724,25A,ECONOMICA,2025-08-12 11:09:46+00:00
3725,TKT-03725,23A,ECONOMICA,2025-11-07 11:58:20+00:00
3726,TKT-03726,5B,EXECUTIVA,2026-02-19 06:34:03+00:00
3727,TKT-03727,8A,EXECUTIVA,2025-08-08 09:29:01+00:00
3728,TKT-03728,9C,PRIMEIRA_CLASSE,2025-09-11 22:30:21+00:00
3729,TKT-03729,11F,ECONOMICA,2026-01-23 13:41:26+00:00
3730,TKT-03730,38C,ECONOMICA,2026-01-22 05:14:42+00:00
3731,TKT-03731,21C,PRIMEIRA_CLASSE,2025-06-28 00:15:51+00:00
3732,TKT-03732,32A,ECONOMICA,2025-09-29 22:25:44+00:00
3733,TKT-03733,14E,ECONOMICA,2025-09-09 09:16:14+00:00
3734,TKT-03734,8B,ECONOMICA,2025-08-16 22:59:47+00:00
3735,TKT-03735,15A,PRIMEIRA_CLASSE,2025-06-26 10:17:48+00:00
3736,TKT-03736,9E,PRIMEIRA_CLASSE,2025-07-03 07:07:02+00:00
3737,TKT-03737,37A,EXECUTIVA,2025-09-30 14:39:42+00:00
3738,TKT-03738,17F,ECONOMICA,2026-04-17 08:34:28+00:00
3739,TKT-03739,20D,EXECUTIVA,2025-08-16 22:01:21+00:00
3740,TKT-03740,17E,ECONOMICA,2026-01-04 18:24:52+00:00
3741,TKT-03741,30B,EXECUTIVA,2025-12-12 06:29:20+00:00
3742,TKT-03742,29F,ECONOMICA,2026-04-28 18:40:32+00:00
3743,TKT-03743,12F,ECONOMICA,2025-11-12 14:00:57+00:00
3744,TKT-03744,1E,ECONOMICA,2025-08-28 14:38:34+00:00
3745,TKT-03745,2B,EXECUTIVA,2026-03-31 20:54:49+00:00
3746,TKT-03746,1B,EXECUTIVA,2026-03-28 11:18:19+00:00
3747,TKT-03747,6D,PRIMEIRA_CLASSE,2025-11-05 14:21:25+00:00
3748,TKT-03748,28D,ECONOMICA,2026-04-21 02:44:32+00:00
3749,TKT-03749,29F,ECONOMICA,2025-09-29 10:31:00+00:00
3750,TKT-03750,9C,ECONOMICA,2025-11-28 16:58:38+00:00
3751,TKT-03751,40F,EXECUTIVA,2025-11-13 20:36:17+00:00
3752,TKT-03752,24B,PRIMEIRA_CLASSE,2025-09-30 23:42:59+00:00
3753,TKT-03753,23B,ECONOMICA,2025-09-04 15:56:23+00:00
3754,TKT-03754,37B,ECONOMICA,2026-04-01 16:09:38+00:00
3755,TKT-03755,14B,ECONOMICA,2026-01-12 12:14:30+00:00
3756,TKT-03756,7A,PRIMEIRA_CLASSE,2025-06-08 07:47:04+00:00
3757,TKT-03757,38F,PRIMEIRA_CLASSE,2025-10-09 20:18:30+00:00
3758,TKT-03758,11A,EXECUTIVA,2025-12-11 09:23:03+00:00
3759,TKT-03759,10B,EXECUTIVA,2025-10-02 16:31:20+00:00
3760,TKT-03760,23F,ECONOMICA,2026-02-01 22:47:59+00:00
3761,TKT-03761,4B,ECONOMICA,2026-02-01 17:13:19+00:00
3762,TKT-03762,25D,EXECUTIVA,2025-09-20 12:01:56+00:00
3763,TKT-03763,12A,PRIMEIRA_CLASSE,2025-10-15 10:11:51+00:00
3764,TKT-03764,25F,ECONOMICA,2026-01-08 01:44:09+00:00
3765,TKT-03765,9E,EXECUTIVA,2026-04-24 20:54:36+00:00
3766,TKT-03766,1A,EXECUTIVA,2026-02-05 08:42:02+00:00
3767,TKT-03767,25E,ECONOMICA,2026-03-10 05:52:39+00:00
3768,TKT-03768,20C,ECONOMICA,2025-08-11 15:38:45+00:00
3769,TKT-03769,34A,EXECUTIVA,2025-08-16 15:44:43+00:00
3770,TKT-03770,22D,PRIMEIRA_CLASSE,2026-02-23 17:35:07+00:00
3771,TKT-03771,39C,ECONOMICA,2025-08-25 13:49:42+00:00
3772,TKT-03772,13E,EXECUTIVA,2025-08-30 16:41:49+00:00
3773,TKT-03773,26B,ECONOMICA,2025-11-19 12:53:24+00:00
3774,TKT-03774,13F,ECONOMICA,2026-02-28 07:22:18+00:00
3775,TKT-03775,38D,EXECUTIVA,2025-09-09 02:08:16+00:00
3776,TKT-03776,5C,ECONOMICA,2026-03-16 12:43:33+00:00
3777,TKT-03777,24E,EXECUTIVA,2026-02-12 05:54:55+00:00
3778,TKT-03778,26A,ECONOMICA,2026-06-03 06:34:28+00:00
3779,TKT-03779,9B,PRIMEIRA_CLASSE,2025-07-05 01:58:03+00:00
3780,TKT-03780,18C,ECONOMICA,2026-01-18 23:04:25+00:00
3781,TKT-03781,37F,ECONOMICA,2025-06-18 00:48:17+00:00
3782,TKT-03782,33B,ECONOMICA,2026-01-25 03:11:22+00:00
3783,TKT-03783,39A,PRIMEIRA_CLASSE,2025-08-23 06:09:13+00:00
3784,TKT-03784,1F,PRIMEIRA_CLASSE,2025-11-27 19:25:14+00:00
3785,TKT-03785,2E,PRIMEIRA_CLASSE,2025-06-04 17:49:51+00:00
3786,TKT-03786,11B,ECONOMICA,2025-09-07 10:20:17+00:00
3787,TKT-03787,9E,ECONOMICA,2025-06-05 03:18:50+00:00
3788,TKT-03788,20E,ECONOMICA,2025-10-15 07:55:09+00:00
3789,TKT-03789,1D,EXECUTIVA,2025-06-07 02:58:18+00:00
3790,TKT-03790,39F,PRIMEIRA_CLASSE,2025-07-05 16:17:00+00:00
3791,TKT-03791,4E,PRIMEIRA_CLASSE,2026-02-18 20:23:03+00:00
3792,TKT-03792,17C,EXECUTIVA,2025-06-18 22:35:22+00:00
3793,TKT-03793,4E,ECONOMICA,2025-11-02 19:14:11+00:00
3794,TKT-03794,32E,PRIMEIRA_CLASSE,2026-05-26 02:18:28+00:00
3795,TKT-03795,20A,EXECUTIVA,2025-07-01 11:26:29+00:00
3796,TKT-03796,33C,PRIMEIRA_CLASSE,2025-07-11 11:34:37+00:00
3797,TKT-03797,20B,EXECUTIVA,2025-08-10 21:14:54+00:00
3798,TKT-03798,37B,ECONOMICA,2025-12-28 05:13:03+00:00
3799,TKT-03799,20B,ECONOMICA,2026-05-18 02:46:36+00:00
3800,TKT-03800,15C,ECONOMICA,2026-05-21 17:57:23+00:00
3801,TKT-03801,3E,EXECUTIVA,2026-01-26 07:53:34+00:00
3802,TKT-03802,12D,EXECUTIVA,2025-10-10 21:53:20+00:00
3803,TKT-03803,6A,PRIMEIRA_CLASSE,2025-07-10 03:24:02+00:00
3804,TKT-03804,7F,EXECUTIVA,2025-10-27 16:39:25+00:00
3805,TKT-03805,11B,ECONOMICA,2026-01-11 08:05:26+00:00
3806,TKT-03806,7D,PRIMEIRA_CLASSE,2026-04-22 10:39:58+00:00
3807,TKT-03807,38F,ECONOMICA,2025-11-28 14:17:36+00:00
3808,TKT-03808,5D,ECONOMICA,2025-12-22 19:18:17+00:00
3809,TKT-03809,3E,ECONOMICA,2026-03-10 20:31:40+00:00
3810,TKT-03810,15C,EXECUTIVA,2025-07-10 22:42:06+00:00
3811,TKT-03811,20F,ECONOMICA,2025-11-18 11:37:35+00:00
3812,TKT-03812,23A,ECONOMICA,2025-12-17 18:12:10+00:00
3813,TKT-03813,11E,ECONOMICA,2025-11-11 03:45:01+00:00
3814,TKT-03814,5D,PRIMEIRA_CLASSE,2025-09-20 17:17:12+00:00
3815,TKT-03815,18F,PRIMEIRA_CLASSE,2025-12-01 13:16:59+00:00
3816,TKT-03816,15A,PRIMEIRA_CLASSE,2025-07-25 00:08:34+00:00
3817,TKT-03817,22E,PRIMEIRA_CLASSE,2025-06-21 07:11:29+00:00
3818,TKT-03818,9F,ECONOMICA,2026-05-16 22:41:35+00:00
3819,TKT-03819,3F,PRIMEIRA_CLASSE,2026-01-01 03:03:58+00:00
3820,TKT-03820,36A,PRIMEIRA_CLASSE,2025-07-03 03:29:45+00:00
3821,TKT-03821,28E,EXECUTIVA,2025-11-28 10:16:49+00:00
3822,TKT-03822,30D,EXECUTIVA,2025-07-22 12:49:31+00:00
3823,TKT-03823,1B,ECONOMICA,2025-07-26 01:46:35+00:00
3824,TKT-03824,25E,ECONOMICA,2026-03-21 08:52:12+00:00
3825,TKT-03825,8A,PRIMEIRA_CLASSE,2025-08-07 13:46:43+00:00
3826,TKT-03826,40F,EXECUTIVA,2025-08-22 10:40:14+00:00
3827,TKT-03827,35E,ECONOMICA,2025-07-09 06:19:06+00:00
3828,TKT-03828,38B,EXECUTIVA,2025-10-23 16:39:32+00:00
3829,TKT-03829,27B,PRIMEIRA_CLASSE,2026-03-20 12:12:49+00:00
3830,TKT-03830,22A,ECONOMICA,2025-10-28 03:37:18+00:00
3831,TKT-03831,3D,PRIMEIRA_CLASSE,2025-12-21 08:13:48+00:00
3832,TKT-03832,37A,EXECUTIVA,2026-04-28 22:45:33+00:00
3833,TKT-03833,8E,ECONOMICA,2025-12-03 19:04:02+00:00
3834,TKT-03834,16E,EXECUTIVA,2025-09-29 00:37:20+00:00
3835,TKT-03835,17B,PRIMEIRA_CLASSE,2025-07-22 10:15:01+00:00
3836,TKT-03836,23C,ECONOMICA,2025-08-20 19:06:40+00:00
3837,TKT-03837,17D,ECONOMICA,2026-04-03 06:16:53+00:00
3838,TKT-03838,28A,PRIMEIRA_CLASSE,2026-04-23 19:51:11+00:00
3839,TKT-03839,3B,PRIMEIRA_CLASSE,2025-07-27 03:52:20+00:00
3840,TKT-03840,10B,EXECUTIVA,2025-12-31 11:59:16+00:00
3841,TKT-03841,14A,EXECUTIVA,2025-07-17 18:22:56+00:00
3842,TKT-03842,11E,EXECUTIVA,2025-07-24 14:28:15+00:00
3843,TKT-03843,19B,EXECUTIVA,2025-12-23 11:55:30+00:00
3844,TKT-03844,37C,ECONOMICA,2025-08-15 20:36:06+00:00
3845,TKT-03845,36A,ECONOMICA,2026-04-06 00:05:45+00:00
3846,TKT-03846,11C,PRIMEIRA_CLASSE,2025-07-13 20:35:50+00:00
3847,TKT-03847,25B,EXECUTIVA,2026-04-17 16:19:13+00:00
3848,TKT-03848,39A,PRIMEIRA_CLASSE,2025-12-15 16:16:00+00:00
3849,TKT-03849,10F,ECONOMICA,2025-09-13 20:29:42+00:00
3850,TKT-03850,36C,PRIMEIRA_CLASSE,2025-09-26 10:05:45+00:00
3851,TKT-03851,31F,ECONOMICA,2025-10-03 16:28:07+00:00
3852,TKT-03852,28D,PRIMEIRA_CLASSE,2025-10-29 07:13:31+00:00
3853,TKT-03853,2F,PRIMEIRA_CLASSE,2026-04-11 16:14:43+00:00
3854,TKT-03854,40C,EXECUTIVA,2026-05-23 01:13:19+00:00
3855,TKT-03855,36D,EXECUTIVA,2026-01-09 11:51:48+00:00
3856,TKT-03856,20B,PRIMEIRA_CLASSE,2026-04-14 03:00:27+00:00
3857,TKT-03857,3C,ECONOMICA,2026-04-19 15:22:12+00:00
3858,TKT-03858,6D,PRIMEIRA_CLASSE,2025-09-20 18:19:43+00:00
3859,TKT-03859,29C,ECONOMICA,2025-07-29 01:50:35+00:00
3860,TKT-03860,14F,PRIMEIRA_CLASSE,2026-04-02 05:54:58+00:00
3861,TKT-03861,26D,PRIMEIRA_CLASSE,2025-10-23 21:42:59+00:00
3862,TKT-03862,33A,ECONOMICA,2026-04-02 09:22:36+00:00
3863,TKT-03863,35A,ECONOMICA,2025-12-16 15:08:15+00:00
3864,TKT-03864,5D,PRIMEIRA_CLASSE,2025-08-12 22:57:13+00:00
3865,TKT-03865,28F,ECONOMICA,2025-07-22 02:04:03+00:00
3866,TKT-03866,21C,ECONOMICA,2026-02-16 18:04:11+00:00
3867,TKT-03867,5D,ECONOMICA,2025-10-28 09:58:24+00:00
3868,TKT-03868,26E,ECONOMICA,2025-10-01 06:38:43+00:00
3869,TKT-03869,3C,PRIMEIRA_CLASSE,2026-01-25 09:37:52+00:00
3870,TKT-03870,14C,PRIMEIRA_CLASSE,2025-12-01 21:59:28+00:00
3871,TKT-03871,37B,PRIMEIRA_CLASSE,2026-05-01 13:37:03+00:00
3872,TKT-03872,4B,ECONOMICA,2026-02-27 16:36:42+00:00
3873,TKT-03873,30C,EXECUTIVA,2026-02-23 23:28:54+00:00
3874,TKT-03874,33A,ECONOMICA,2026-03-03 07:45:41+00:00
3875,TKT-03875,12E,EXECUTIVA,2025-07-02 07:15:42+00:00
3876,TKT-03876,15C,PRIMEIRA_CLASSE,2026-05-01 12:44:10+00:00
3877,TKT-03877,22D,PRIMEIRA_CLASSE,2025-06-04 09:27:38+00:00
3878,TKT-03878,37E,ECONOMICA,2026-02-19 11:26:00+00:00
3879,TKT-03879,1D,PRIMEIRA_CLASSE,2026-04-06 01:46:45+00:00
3880,TKT-03880,33E,PRIMEIRA_CLASSE,2026-04-11 14:19:11+00:00
3881,TKT-03881,25B,ECONOMICA,2026-05-25 02:56:24+00:00
3882,TKT-03882,30B,EXECUTIVA,2025-11-23 18:02:15+00:00
3883,TKT-03883,18F,ECONOMICA,2025-07-05 04:20:15+00:00
3884,TKT-03884,1B,PRIMEIRA_CLASSE,2025-09-27 03:37:18+00:00
3885,TKT-03885,40E,ECONOMICA,2025-08-11 05:35:58+00:00
3886,TKT-03886,19E,PRIMEIRA_CLASSE,2025-07-18 08:45:02+00:00
3887,TKT-03887,38F,PRIMEIRA_CLASSE,2025-12-01 22:10:28+00:00
3888,TKT-03888,31A,PRIMEIRA_CLASSE,2026-02-05 06:37:51+00:00
3889,TKT-03889,28E,EXECUTIVA,2025-07-19 09:19:27+00:00
3890,TKT-03890,2E,EXECUTIVA,2026-03-22 17:49:46+00:00
3891,TKT-03891,20E,PRIMEIRA_CLASSE,2025-12-19 15:34:30+00:00
3892,TKT-03892,15F,PRIMEIRA_CLASSE,2026-02-11 06:16:34+00:00
3893,TKT-03893,31C,EXECUTIVA,2025-07-14 01:10:30+00:00
3894,TKT-03894,13B,EXECUTIVA,2026-04-16 20:05:10+00:00
3895,TKT-03895,24A,PRIMEIRA_CLASSE,2025-10-22 04:28:26+00:00
3896,TKT-03896,14A,PRIMEIRA_CLASSE,2025-07-31 14:03:13+00:00
3897,TKT-03897,31D,PRIMEIRA_CLASSE,2025-06-27 10:00:18+00:00
3898,TKT-03898,5C,ECONOMICA,2026-03-02 04:22:41+00:00
3899,TKT-03899,23D,ECONOMICA,2026-03-27 23:48:23+00:00
3900,TKT-03900,17A,PRIMEIRA_CLASSE,2026-01-23 20:50:18+00:00
3901,TKT-03901,1F,EXECUTIVA,2025-09-21 00:02:51+00:00
3902,TKT-03902,17F,ECONOMICA,2025-07-02 01:16:05+00:00
3903,TKT-03903,10A,ECONOMICA,2026-04-14 16:37:25+00:00
3904,TKT-03904,5B,PRIMEIRA_CLASSE,2026-02-25 15:20:40+00:00
3905,TKT-03905,31D,PRIMEIRA_CLASSE,2026-01-04 14:33:13+00:00
3906,TKT-03906,18E,ECONOMICA,2025-06-29 20:31:40+00:00
3907,TKT-03907,23C,ECONOMICA,2025-12-19 16:58:49+00:00
3908,TKT-03908,30C,PRIMEIRA_CLASSE,2025-09-09 07:12:31+00:00
3909,TKT-03909,32A,EXECUTIVA,2025-11-27 03:48:36+00:00
3910,TKT-03910,4A,PRIMEIRA_CLASSE,2026-01-04 21:24:01+00:00
3911,TKT-03911,14D,EXECUTIVA,2025-11-15 13:46:47+00:00
3912,TKT-03912,23A,ECONOMICA,2025-07-28 13:56:58+00:00
3913,TKT-03913,12E,ECONOMICA,2025-07-15 05:15:38+00:00
3914,TKT-03914,27C,ECONOMICA,2025-12-18 02:33:52+00:00
3915,TKT-03915,37F,ECONOMICA,2026-05-23 05:53:10+00:00
3916,TKT-03916,40C,PRIMEIRA_CLASSE,2025-06-15 03:51:06+00:00
3917,TKT-03917,40F,PRIMEIRA_CLASSE,2025-08-23 02:08:38+00:00
3918,TKT-03918,9E,EXECUTIVA,2025-10-20 04:58:01+00:00
3919,TKT-03919,26E,EXECUTIVA,2025-08-20 00:29:45+00:00
3920,TKT-03920,2C,ECONOMICA,2025-06-22 21:19:58+00:00
3921,TKT-03921,2E,PRIMEIRA_CLASSE,2025-11-09 18:48:23+00:00
3922,TKT-03922,14F,PRIMEIRA_CLASSE,2025-12-31 10:39:28+00:00
3923,TKT-03923,33C,PRIMEIRA_CLASSE,2025-08-10 05:54:40+00:00
3924,TKT-03924,28F,PRIMEIRA_CLASSE,2025-10-24 07:23:52+00:00
3925,TKT-03925,29C,PRIMEIRA_CLASSE,2025-12-06 17:21:48+00:00
3926,TKT-03926,25E,ECONOMICA,2025-10-13 15:38:35+00:00
3927,TKT-03927,20A,ECONOMICA,2025-08-30 01:55:11+00:00
3928,TKT-03928,10D,PRIMEIRA_CLASSE,2025-08-24 05:08:18+00:00
3929,TKT-03929,8F,PRIMEIRA_CLASSE,2025-11-19 16:58:40+00:00
3930,TKT-03930,3B,EXECUTIVA,2025-10-14 10:27:31+00:00
3931,TKT-03931,1C,ECONOMICA,2026-03-14 16:04:54+00:00
3932,TKT-03932,40C,EXECUTIVA,2026-01-01 11:00:23+00:00
3933,TKT-03933,22A,ECONOMICA,2025-12-27 04:27:26+00:00
3934,TKT-03934,12F,ECONOMICA,2026-04-18 10:07:32+00:00
3935,TKT-03935,9C,PRIMEIRA_CLASSE,2026-01-09 19:49:20+00:00
3936,TKT-03936,12C,PRIMEIRA_CLASSE,2026-02-14 01:38:36+00:00
3937,TKT-03937,28B,EXECUTIVA,2025-10-28 13:28:38+00:00
3938,TKT-03938,30B,ECONOMICA,2026-02-14 16:07:54+00:00
3939,TKT-03939,17C,EXECUTIVA,2025-11-10 17:30:33+00:00
3940,TKT-03940,2D,EXECUTIVA,2026-06-01 23:09:02+00:00
3941,TKT-03941,18C,EXECUTIVA,2026-02-28 17:55:13+00:00
3942,TKT-03942,34F,PRIMEIRA_CLASSE,2025-08-01 11:42:26+00:00
3943,TKT-03943,2F,ECONOMICA,2025-07-16 15:53:14+00:00
3944,TKT-03944,9C,ECONOMICA,2026-01-19 22:59:28+00:00
3945,TKT-03945,7B,PRIMEIRA_CLASSE,2025-06-15 06:29:52+00:00
3946,TKT-03946,14D,EXECUTIVA,2026-05-13 11:51:14+00:00
3947,TKT-03947,26D,ECONOMICA,2026-05-27 06:18:50+00:00
3948,TKT-03948,10B,PRIMEIRA_CLASSE,2025-07-07 07:44:10+00:00
3949,TKT-03949,12E,PRIMEIRA_CLASSE,2025-07-21 16:54:08+00:00
3950,TKT-03950,13B,PRIMEIRA_CLASSE,2025-09-10 01:37:23+00:00
3951,TKT-03951,2F,PRIMEIRA_CLASSE,2025-08-04 20:50:19+00:00
3952,TKT-03952,2F,EXECUTIVA,2025-12-08 16:31:54+00:00
3953,TKT-03953,18F,EXECUTIVA,2025-09-25 06:04:25+00:00
3954,TKT-03954,5D,EXECUTIVA,2025-12-03 01:55:09+00:00
3955,TKT-03955,20F,ECONOMICA,2026-06-01 02:15:22+00:00
3956,TKT-03956,20A,PRIMEIRA_CLASSE,2026-01-27 22:14:47+00:00
3957,TKT-03957,4A,ECONOMICA,2026-01-27 14:39:50+00:00
3958,TKT-03958,4E,ECONOMICA,2026-01-27 20:28:50+00:00
3959,TKT-03959,39C,PRIMEIRA_CLASSE,2025-11-20 03:40:45+00:00
3960,TKT-03960,20C,EXECUTIVA,2025-09-01 10:41:58+00:00
3961,TKT-03961,4F,EXECUTIVA,2026-03-11 09:32:29+00:00
3962,TKT-03962,7C,ECONOMICA,2025-12-09 14:00:42+00:00
3963,TKT-03963,18E,PRIMEIRA_CLASSE,2025-11-04 05:00:11+00:00
3964,TKT-03964,27B,PRIMEIRA_CLASSE,2026-03-07 16:34:23+00:00
3965,TKT-03965,8C,PRIMEIRA_CLASSE,2025-06-04 14:29:34+00:00
3966,TKT-03966,5D,EXECUTIVA,2026-02-13 17:24:04+00:00
3967,TKT-03967,26C,PRIMEIRA_CLASSE,2026-03-06 22:36:14+00:00
3968,TKT-03968,11C,ECONOMICA,2025-08-11 05:19:18+00:00
3969,TKT-03969,12A,ECONOMICA,2025-09-22 09:32:23+00:00
3970,TKT-03970,30D,EXECUTIVA,2026-01-10 08:25:37+00:00
3971,TKT-03971,10C,EXECUTIVA,2025-08-24 20:49:47+00:00
3972,TKT-03972,16F,EXECUTIVA,2026-02-26 23:01:36+00:00
3973,TKT-03973,32D,EXECUTIVA,2026-03-25 18:15:20+00:00
3974,TKT-03974,19A,PRIMEIRA_CLASSE,2026-04-04 17:22:25+00:00
3975,TKT-03975,12D,EXECUTIVA,2026-02-13 23:56:59+00:00
3976,TKT-03976,1A,ECONOMICA,2025-07-24 11:38:33+00:00
3977,TKT-03977,19A,PRIMEIRA_CLASSE,2025-12-30 01:31:34+00:00
3978,TKT-03978,7B,ECONOMICA,2025-07-30 18:27:05+00:00
3979,TKT-03979,38C,ECONOMICA,2025-12-22 00:35:51+00:00
3980,TKT-03980,1D,EXECUTIVA,2026-02-01 00:50:45+00:00
3981,TKT-03981,24B,PRIMEIRA_CLASSE,2026-01-30 18:00:27+00:00
3982,TKT-03982,21C,ECONOMICA,2025-06-26 03:37:58+00:00
3983,TKT-03983,18C,EXECUTIVA,2026-05-06 03:51:16+00:00
3984,TKT-03984,2D,ECONOMICA,2025-12-31 21:00:11+00:00
3985,TKT-03985,5E,EXECUTIVA,2025-10-13 07:55:25+00:00
3986,TKT-03986,13E,PRIMEIRA_CLASSE,2025-12-10 04:47:06+00:00
3987,TKT-03987,11F,ECONOMICA,2026-05-29 00:26:06+00:00
3988,TKT-03988,2E,PRIMEIRA_CLASSE,2025-09-09 08:50:03+00:00
3989,TKT-03989,22D,EXECUTIVA,2025-09-19 15:58:22+00:00
3990,TKT-03990,10F,EXECUTIVA,2025-08-22 13:59:58+00:00
3991,TKT-03991,27B,EXECUTIVA,2025-06-16 07:12:48+00:00
3992,TKT-03992,32A,PRIMEIRA_CLASSE,2025-09-22 03:25:57+00:00
3993,TKT-03993,4A,PRIMEIRA_CLASSE,2026-01-12 09:34:36+00:00
3994,TKT-03994,34B,PRIMEIRA_CLASSE,2025-07-07 13:25:44+00:00
3995,TKT-03995,4E,PRIMEIRA_CLASSE,2025-10-21 01:52:47+00:00
3996,TKT-03996,36D,ECONOMICA,2026-03-14 16:16:58+00:00
3997,TKT-03997,24E,PRIMEIRA_CLASSE,2025-10-28 13:34:40+00:00
3998,TKT-03998,34A,EXECUTIVA,2026-04-05 02:14:20+00:00
3999,TKT-03999,36F,ECONOMICA,2025-06-26 20:16:13+00:00
4000,TKT-04000,40F,ECONOMICA,2025-12-19 12:53:12+00:00
4001,TKT-04001,27D,PRIMEIRA_CLASSE,2025-11-21 17:34:20+00:00
