nome,descricao,peso_max_kg,dimensoes_max_cm,taxa_extra
DUTY_FREE_48,Variante 48 do tipo duty free.,10.17,40x30x20,38.03
PRIORITARIA_48,Variante 48 do tipo prioritaria.,32.49,70x50x30,74.41
MAO_PEQUENA_49,Variante 49 do tipo mao pequena.,15.3,40x30x20,16.19
MAO_STANDARD_49,Variante 49 do tipo mao standard.,10.6,55x35x25,0.0
MAO_GRANDE_49,Variante 49 do tipo mao grande.,12.67,55x40x25,50.43
PORAO_PEQUENA_49,Variante 49 do tipo porao pequena.,26.72,60x40x30,26.09
PORAO_STANDARD_49,Variante 49 do tipo porao standard.,22.21,70x50x30,33.12
PORAO_GRANDE_49,Variante 49 do tipo porao grande.,37.03,80x60x40,96.07
PORAO_EXTRA_49,Variante 49 do tipo porao extra.,44.4,90x70x50,129.05
ESPECIAL_ESPORTIVA_49,Variante 49 do tipo especial esportiva.,35.93,Variável,124.61
ESPECIAL_MUSICAL_49,Variante 49 do tipo especial musical.,26.95,Variável,82.3
ESPECIAL_ANIMAL_49,Variante 49 do tipo especial animal.,24.19,50x40x30,123.68
ESPECIAL_FRAGIL_49,Variante 49 do tipo especial fragil.,18.2,60x50x40,91.99
OVERSIZED_49,Variante 49 do tipo oversized.,50.19,100x80x60,217.03
CARGA_LEVE_49,Variante 49 do tipo carga leve.,51.9,80x60x50,199.26
CARGA_PESADA_49,Variante 49 do tipo carga pesada.,88.51,120x80x60,298.25
INFANTIL_49,Variante 49 do tipo infantil.,10.32,45x35x20,25.49
DIPLOMATICA_49,Variante 49 do tipo diplomatica.,36.37,70x50x35,44.93
TRIPULACAO_49,Variante 49 do tipo tripulacao.,24.27,55x40x25,8.01
MEDICA_49,Variante 49 do tipo medica.,27.92,50x40x30,45.75
DUTY_FREE_49,Variante 49 do tipo duty free.,4.94,40x30x20,13.86
PRIORITARIA_49,Variante 49 do tipo prioritaria.,35.53,70x50x30,55.24
