nome,pais_id,tipo_servico,telefone,email,cnpj_vat,ativo,data_contrato
Castro Lima Ltda.,871,TECNOLOGIA,31 9710-0170,gnovais@rodrigues.org,57.609.184/0001-09,True,2026-01-19
Novais,997,COMBUSTIVEL,(011) 1423 5528,paulomendes@rocha.com.br,56.748.019/0001-75,True,2018-10-10
Duarte,531,LIMPEZA,41 4771 1588,davi-luccamoura@andrade.gov.br,84.150.369/0001-70,True,2023-07-04
Barbosa Ltda.,209,TECNOLOGIA,71 4461 1983,teixeiramaria-cecilia@da.com,47.356.928/0001-77,True,2019-07-24
Monteiro Silveira e Filhos,73,CONSULTORIA,(081) 4877-0078,piresjuan@da.com,51.209.467/0001-87,True,2019-03-14
Guerra Mendes - EI,696,CATERING,0800 096 6602,ufonseca@novaes.gov.br,57.132.680/0001-14,True,2016-06-09
Correia e Filhos,188,LIMPEZA,(071) 0907-0378,mouraolivia@silva.com.br,63.208.915/0001-07,True,2025-01-01
Peixoto,751,LOGISTICA,+55 (021) 6748-7629,dferreira@da.gov.br,45.623.189/0001-07,True,2023-02-21
Rocha,204,MANUTENCAO,+55 84 1982-8179,melina79@abreu.com.br,03.421.598/0001-80,True,2023-11-11
Gonçalves Pimenta S.A.,154,LIMPEZA,+55 (081) 3264 5257,rodrigoalbuquerque@martins.com.br,06.329.785/0001-27,True,2018-12-11
Martins,896,SEGURANCA,71 7512 5837,araujoelisa@guerra.gov.br,39.286.145/0001-36,True,2018-08-15
Nascimento Fogaça e Filhos,895,HANDLING,71 2837 2372,barbarasa@caldeira.com.br,37.084.526/0001-07,True,2019-12-14
Andrade,711,HANDLING,+55 (084) 7043-3331,sophieda-mota@guerra.gov.br,12.573.409/0001-86,True,2024-04-28
Macedo Brito - EI,291,SEGURANCA,51 5176 9680,xda-rocha@das.org,21.537.486/0001-71,True,2019-02-04
da Rocha,970,LIMPEZA,+55 (041) 5327 3968,nicolas42@porto.net,97.856.412/0001-60,True,2020-01-05
Sales Ltda.,936,TECNOLOGIA,+55 (031) 3219 8596,eloa10@farias.br,68.957.032/0001-13,True,2024-03-16
da Rosa Monteiro - ME,857,LIMPEZA,(071) 1499-8632,felipe03@cirino.org,27.618.095/0001-68,True,2026-01-17
da Costa,817,TECNOLOGIA,(031) 4396-3994,alicia03@duarte.com.br,46.537.210/0001-14,True,2024-05-31
Moraes - ME,747,TECNOLOGIA,+55 11 0021-0273,yrios@rodrigues.br,67.359.142/0001-10,True,2019-11-24
Montenegro,78,TECNOLOGIA,(041) 4939-1660,pachecojosue@pereira.org,89.635.074/0001-08,True,2019-01-16
das Neves,418,TRANSPORTE,(031) 7893 7859,alana17@vieira.com,90.378.624/0001-30,True,2022-08-22
Albuquerque Ltda.,461,CONSULTORIA,(084) 7346 6944,nvieira@nogueira.com,52.098.341/0001-45,True,2017-11-30
Macedo Nogueira Ltda.,764,SEGURANCA,(041) 7198-8837,samuel45@pereira.edu.br,53.081.276/0001-08,True,2020-06-30
Moraes - EI,6,TRANSPORTE,0900 646 9243,ravi54@peixoto.br,21.960.735/0001-37,True,2020-06-02
Azevedo,484,TRANSPORTE,+55 (011) 8803 5469,giovanna60@pastor.com.br,03.782.651/0001-79,True,2023-09-27
Ribeiro e Filhos,545,LIMPEZA,+55 21 6122 1503,usampaio@novaes.com.br,68.154.097/0001-20,True,2018-07-03
Moreira,385,COMBUSTIVEL,0500-333-5286,gabreu@moraes.com.br,09.247.315/0001-02,True,2016-08-12
Alves S/A,135,HANDLING,+55 (061) 4571-8158,gomesfernando@pereira.gov.br,91.375.208/0001-40,True,2022-02-19
Oliveira S/A,620,MANUTENCAO,0900 396 8718,qvieira@barbosa.br,08.952.416/0001-11,True,2019-11-21
Sá Novais e Filhos,558,TECNOLOGIA,21 0719 6129,olivercarvalho@teixeira.org,95.210.478/0001-52,True,2017-04-22
Mendes Rocha S/A,790,TECNOLOGIA,(071) 7588-5627,valentina06@caldeira.com,26.950.184/0001-44,True,2022-09-21
Lima Ltda.,615,COMBUSTIVEL,(084) 1211-8601,camposjoao@rocha.net,30.276.495/0001-47,True,2018-09-22
Lima S.A.,79,LIMPEZA,+55 21 1459-6889,almeidahellena@oliveira.com.br,80.429.615/0001-77,True,2017-07-11
Sá Aragão S.A.,966,LIMPEZA,(011) 0816-4180,thomas60@sales.br,14.068.925/0001-89,True,2026-01-05
da Luz,223,HANDLING,+55 84 9506-0958,jesusjoao@da.br,69.354.827/0001-08,True,2017-02-09
da Luz,988,LOGISTICA,+55 (011) 9414-2904,maria76@dias.com.br,84.736.902/0001-80,True,2022-04-18
Aparecida Brito - ME,445,TECNOLOGIA,(011) 7286 1746,arthur26@pereira.com,16.895.437/0001-70,False,2016-07-20
das Neves Peixoto - EI,178,TRANSPORTE,+55 81 4689 6701,yfreitas@monteiro.com.br,40.287.316/0001-20,True,2017-11-22
Duarte Casa Grande Ltda.,727,HANDLING,+55 (051) 3525-6008,rebeca94@azevedo.br,21.560.987/0001-79,True,2022-07-17
Farias Costa S/A,754,COMBUSTIVEL,+55 (071) 1845-6059,aliciaribeiro@da.com.br,10.974.253/0001-10,True,2020-04-07
Vieira Ltda.,197,HANDLING,+55 11 4087 8343,lmendes@sales.com.br,21.834.750/0001-39,True,2020-02-10
Pinto,817,LOGISTICA,0300 818 1009,tcassiano@jesus.edu.br,96.352.871/0001-43,True,2021-03-21
Cardoso,298,MANUTENCAO,84 3488 8237,ana-vitoriadas-neves@souza.com,25.390.876/0001-12,True,2025-11-23
Novaes Alves Ltda.,188,LOGISTICA,+55 (061) 3455 3882,acastro@macedo.br,76.835.012/0001-06,True,2025-09-15
da Rosa,935,LOGISTICA,(061) 8712 0753,rodriguespedro@novais.br,93.125.780/0001-87,True,2018-01-15
Mendes Ltda.,742,COMBUSTIVEL,+55 21 4430 1061,allana52@das.br,74.816.039/0001-18,True,2018-07-03
da Conceição,364,LIMPEZA,+55 31 3497-2969,falves@sa.com.br,34.926.871/0001-52,False,2025-08-26
Novaes,272,MANUTENCAO,81 1888 1786,santosjose-pedro@fonseca.gov.br,27.413.569/0001-35,True,2018-08-03
da Paz,577,COMBUSTIVEL,0800 033 1222,aurorada-luz@macedo.org,73.125.498/0001-92,True,2025-11-14
das Neves,513,COMBUSTIVEL,(051) 7740-7036,wjesus@guerra.com,07.651.849/0001-74,True,2019-07-01
Campos Pacheco S.A.,494,CONSULTORIA,21 6827-8472,tda-luz@peixoto.com.br,04.578.312/0001-38,True,2017-01-15
Guerra,429,TRANSPORTE,61 0485 3123,vinicius35@pacheco.edu.br,19.463.205/0001-31,True,2020-11-12
Campos Alves - ME,677,TECNOLOGIA,+55 41 7817-0483,oda-cunha@barros.br,59.874.260/0001-39,True,2017-08-31
Monteiro Oliveira S.A.,27,MANUTENCAO,+55 51 3636 5972,dguerra@moreira.br,79.541.230/0001-18,True,2019-12-20
Borges,502,LIMPEZA,(084) 4919-5380,luiz-henrique67@correia.gov.br,07.692.843/0001-45,True,2017-09-11
Câmara - EI,273,CATERING,+55 51 5480 4423,fda-cunha@teixeira.gov.br,90.185.436/0001-95,True,2022-12-17
Marques,222,TECNOLOGIA,0500-049-9157,sofiaribeiro@garcia.gov.br,96.751.340/0001-23,True,2017-01-15
Campos,219,TECNOLOGIA,+55 (061) 2372 6432,fonsecanicole@nunes.gov.br,72.489.306/0001-64,True,2022-08-12
Rodrigues,912,LOGISTICA,(031) 9327-7011,ana-liz91@rocha.br,32.604.981/0001-72,True,2025-01-25
Sá,265,LOGISTICA,+55 (084) 0859 7358,lmendes@cunha.com.br,36.429.015/0001-17,True,2019-11-01
Mendonça Gonçalves - ME,755,COMBUSTIVEL,(011) 5964-5876,qpinto@macedo.com.br,15.867.924/0001-67,True,2020-09-19
Ramos,754,TRANSPORTE,+55 (051) 2405 3772,novaisyago@dias.net,94.501.327/0001-90,True,2025-11-04
Vargas - ME,630,COMBUSTIVEL,51 0538 3385,mpacheco@silveira.net,69.457.028/0001-59,True,2024-06-29
Marques Costela S/A,833,HANDLING,+55 84 1506-3240,gustavo02@fonseca.edu.br,38.754.910/0001-32,False,2021-05-17
Martins,158,CATERING,+55 84 6466-0332,ycosta@da.com,52.094.873/0001-04,True,2017-12-05
Cavalcanti e Filhos,279,CONSULTORIA,(084) 6078-1951,hda-rosa@pastor.br,79.341.506/0001-14,True,2017-11-25
da Cunha,359,MANUTENCAO,+55 11 5754-7893,augusto52@andrade.com,70.694.321/0001-19,True,2024-06-03
Mendes S/A,345,COMBUSTIVEL,71 1292-3613,cardosomarcos-vinicius@martins.org,58.490.173/0001-15,True,2023-06-01
Albuquerque,269,CATERING,(071) 8079 1065,alvesleticia@aparecida.br,07.364.285/0001-99,True,2020-12-28
Albuquerque da Conceição Ltda.,413,LOGISTICA,41 5736-5404,jose-pedro72@pimenta.net,17.365.820/0001-80,True,2017-10-28
Monteiro,700,HANDLING,41 5984-4408,pedro03@pires.gov.br,56.089.213/0001-96,True,2017-05-04
Souza Ltda.,936,CONSULTORIA,+55 (031) 3029-9966,pedro-lucasalmeida@da.br,40.387.961/0001-15,True,2021-02-05
Cirino e Filhos,711,SEGURANCA,(061) 3201-2953,novaisbeatriz@almeida.com,31.250.986/0001-81,False,2021-07-16
Viana e Filhos,901,COMBUSTIVEL,+55 (051) 9305 4847,pietrafogaca@sa.com.br,79.346.128/0001-61,False,2022-01-09
da Costa,473,HANDLING,51 1518 2723,luizada-mota@pastor.edu.br,52.987.346/0001-29,True,2025-05-14
Fernandes Ltda.,562,TECNOLOGIA,0900 030 8196,ana-julia48@gomes.com,50.476.289/0001-98,True,2021-12-14
Moraes - EI,998,CONSULTORIA,+55 84 4464 0350,mjesus@ferreira.com.br,53.962.408/0001-00,True,2025-01-21
Ribeiro Cassiano - ME,169,LIMPEZA,(031) 5477-7745,esterda-paz@cardoso.edu.br,72.459.138/0001-64,True,2024-05-31
Almeida - ME,911,HANDLING,+55 (081) 4559 4849,qmartins@lopes.com,35.689.017/0001-82,True,2022-08-11
Fernandes Alves S.A.,747,HANDLING,(041) 6749-0641,leandromendonca@rocha.br,31.462.089/0001-31,False,2018-03-05
Porto,932,LIMPEZA,+55 (071) 0545 5834,eduarda95@lopes.com.br,21.645.873/0001-21,True,2024-08-24
Leão,255,COMBUSTIVEL,31 0895-0491,montenegrolara@da.com,71.529.360/0001-23,True,2018-01-03
Pacheco,908,LIMPEZA,+55 31 3686-0931,handrade@ramos.gov.br,01.926.485/0001-01,True,2017-10-01
Caldeira Ltda.,173,HANDLING,+55 (084) 2026-4009,renansantos@oliveira.br,90.285.137/0001-22,True,2019-04-21
Novais - EI,293,CONSULTORIA,0800-384-4781,cvargas@guerra.net,42.091.873/0001-05,True,2021-06-02
Souza Vargas - ME,952,HANDLING,(021) 4742-6440,maria-fernanda83@teixeira.com.br,69.374.205/0001-33,True,2025-10-08
Macedo,254,CATERING,(031) 4992 4687,das-nevestheo@pimenta.net,95.302.871/0001-76,True,2021-09-16
Costa Pimenta Ltda.,325,LOGISTICA,+55 (021) 2690 8964,agomes@campos.edu.br,29.815.674/0001-26,True,2025-12-12
Carvalho,258,TRANSPORTE,+55 (061) 0373-3784,gomesdavi-lucas@moraes.org,85.741.029/0001-87,True,2021-12-30
Rodrigues,451,LIMPEZA,(061) 7657 8680,fogacabarbara@sousa.br,76.452.980/0001-25,True,2023-06-19
Cavalcante Martins S/A,385,TECNOLOGIA,31 6146 5344,bryanaraujo@cassiano.com,86.723.094/0001-42,True,2017-04-13
Duarte Barros e Filhos,533,MANUTENCAO,0500 198 5056,guilherme33@novaes.br,08.152.749/0001-66,True,2025-12-28
Lima,983,TECNOLOGIA,81 3279 0423,agathabrito@guerra.com.br,81.706.295/0001-18,True,2017-10-21
Ferreira,83,TRANSPORTE,(051) 4965-9905,maria-juliaalmeida@ferreira.br,19.482.760/0001-00,True,2021-09-23
Pires - ME,5,TRANSPORTE,(081) 5130-6109,joao-lucascaldeira@novaes.gov.br,74.561.309/0001-97,True,2024-01-09
Cassiano Aparecida Ltda.,415,TECNOLOGIA,+55 51 1927 4312,alima@goncalves.com.br,02.317.956/0001-47,True,2022-03-14
Leão S.A.,307,CATERING,+55 61 7555-2672,rocharodrigo@pires.br,02.758.943/0001-03,True,2022-06-24
Novaes,593,CATERING,(084) 0690-5711,enzosampaio@gomes.com.br,93.217.645/0001-61,True,2020-05-09
Pires Ltda.,478,LIMPEZA,+55 81 8495-1657,macedoana-carolina@casa.edu.br,30.271.965/0001-80,True,2025-05-28
Pires,986,COMBUSTIVEL,(071) 1902 0411,ana-laura88@vasconcelos.com,03.827.619/0001-62,True,2023-07-04
Teixeira da Costa S/A,281,LOGISTICA,(051) 7543 7009,isaque64@machado.gov.br,21.705.936/0001-98,False,2018-04-24
Fernandes Santos e Filhos,410,COMBUSTIVEL,0900-283-3971,iramos@garcia.edu.br,17.643.209/0001-76,True,2018-01-09
Sousa,684,HANDLING,+55 41 9301-0559,vasconcelosgabriela@da.com,73.625.809/0001-82,True,2020-10-20
Aparecida,26,LIMPEZA,51 5452 5935,qalmeida@garcia.com.br,50.431.862/0001-47,True,2021-11-13
Casa Grande,935,CONSULTORIA,+55 (061) 7192-6026,camposluiza@sousa.com,93.670.452/0001-61,True,2021-02-25
Novais S/A,341,CATERING,(061) 0032-7628,ferreirasabrina@martins.com.br,79.082.436/0001-27,True,2022-12-24
Brito Caldeira - EI,333,LOGISTICA,(071) 6964 6077,anna-lizpeixoto@gomes.com.br,91.280.753/0001-53,True,2022-09-08
da Costa,308,COMBUSTIVEL,0300 748 9250,monteiroeduarda@lima.com.br,48.653.127/0001-36,True,2018-06-21
Siqueira Camargo - ME,278,CONSULTORIA,11 4874-7793,brenda84@nascimento.br,97.182.603/0001-93,True,2019-10-28
Sampaio - ME,130,LOGISTICA,+55 61 6912-6719,nuneslaura@costela.gov.br,03.174.869/0001-40,True,2021-11-17
Moura,336,TRANSPORTE,+55 81 8753 3552,ksales@carvalho.gov.br,48.723.905/0001-16,False,2019-08-03
Guerra Pastor e Filhos,137,LIMPEZA,0900 345 1739,jose-miguelcarvalho@barros.br,86.501.423/0001-00,True,2023-11-23
Teixeira,240,HANDLING,+55 (081) 5577 7917,nicolas12@cunha.org,53.914.072/0001-00,True,2022-01-15
Fogaça,84,TECNOLOGIA,+55 (051) 9272 0948,siqueiramarcos-vinicius@pastor.com.br,57.931.420/0001-09,True,2019-10-24
Jesus - EI,900,LOGISTICA,41 7088 5506,rafael94@caldeira.com,10.493.756/0001-73,True,2019-09-13
da Mota,194,TRANSPORTE,0800 210 1818,npimenta@cunha.com.br,93.582.176/0001-80,True,2017-09-26
Borges Ltda.,948,LOGISTICA,11 0347-5601,rda-paz@gomes.com.br,59.431.087/0001-02,True,2020-05-04
Santos,359,LOGISTICA,+55 61 6922-3940,wbarros@da.gov.br,43.986.021/0001-30,True,2024-06-14
Silveira e Filhos,987,CATERING,+55 (071) 6039 8107,henrique63@carvalho.com,41.208.573/0001-92,True,2018-03-26
Fernandes,677,SEGURANCA,71 1680 9564,mourabruna@campos.net,39.682.015/0001-12,True,2022-03-19
Farias - ME,687,COMBUSTIVEL,(051) 8179 1578,dantesantos@cavalcanti.com.br,42.809.657/0001-44,True,2021-03-27
Oliveira Pacheco - EI,621,MANUTENCAO,+55 81 8141-4013,isabella99@pacheco.com.br,26.510.789/0001-14,True,2016-12-08
Machado Ltda.,165,TRANSPORTE,+55 (061) 2098 4469,xguerra@nogueira.com,82.714.069/0001-41,True,2022-12-23
Rios,68,CATERING,(061) 9164 4915,kaiquesilveira@novais.com,19.304.286/0001-27,True,2018-02-27
Guerra,844,SEGURANCA,61 2342-8402,theodorogoncalves@goncalves.gov.br,32.018.657/0001-72,True,2020-07-13
Macedo,206,COMBUSTIVEL,+55 (061) 7760 4293,tporto@santos.br,74.085.369/0001-80,True,2017-09-11
Machado e Filhos,257,TECNOLOGIA,(081) 2400 3305,almeidamarina@da.br,42.687.035/0001-90,True,2025-06-19
Pastor Cavalcanti - ME,997,TRANSPORTE,(021) 3985-2381,ninaoliveira@garcia.gov.br,27.640.351/0001-13,True,2019-06-29
Fogaça Marques e Filhos,184,TRANSPORTE,+55 31 1899-5931,silveiraleticia@rocha.net,53.498.027/0001-12,True,2024-05-27
Monteiro - ME,541,LOGISTICA,31 0884 9499,ycosta@marques.br,86.910.754/0001-02,True,2026-04-07
Barbosa,620,TECNOLOGIA,0800-484-5422,brenda51@correia.com.br,51.920.437/0001-84,True,2022-06-13
Souza e Filhos,344,LOGISTICA,+55 41 0967 4513,zda-conceicao@siqueira.gov.br,05.927.314/0001-58,True,2018-11-03
da Costa da Luz S.A.,200,TECNOLOGIA,84 7870 3238,carvalhopietra@macedo.com.br,83.562.970/0001-08,True,2018-06-17
Castro - ME,683,TECNOLOGIA,(051) 9637 3114,rhavicaldeira@nascimento.br,23.068.945/0001-40,True,2016-11-12
da Costa - EI,956,LOGISTICA,+55 41 8036 4851,aparecidajose-pedro@montenegro.org,14.087.356/0001-19,True,2025-03-24
Lima,437,TRANSPORTE,+55 (084) 6878 7321,maria-liz03@almeida.gov.br,47.915.628/0001-80,True,2018-08-16
Aparecida - ME,45,CONSULTORIA,21 1004 6010,henry31@fernandes.com.br,74.205.319/0001-90,True,2018-08-05
Peixoto Fogaça - ME,80,COMBUSTIVEL,(061) 2176-1898,jsilva@mendonca.br,79.560.134/0001-17,True,2017-09-20
Vieira Cunha - EI,981,LOGISTICA,61 1893-9720,natalia73@da.com,94.527.836/0001-92,True,2017-11-09
Silveira,293,SEGURANCA,+55 21 4188-0796,bruno31@mendonca.com.br,58.941.602/0001-23,True,2021-12-14
Ribeiro Gonçalves e Filhos,199,LIMPEZA,+55 84 0544 9339,manuelabarros@da.com,63.598.704/0001-28,True,2017-05-06
Porto,656,TECNOLOGIA,+55 11 5378 4205,cecilia53@da.org,07.638.412/0001-09,True,2018-09-21
Teixeira S/A,784,HANDLING,+55 (051) 7204 0947,camposluiz-felipe@guerra.com,75.948.026/0001-65,True,2016-10-22
Novaes,473,SEGURANCA,(011) 6718-6442,xcardoso@da.com.br,70.496.358/0001-32,True,2018-05-17
Campos - EI,946,TECNOLOGIA,(061) 7033-2570,ana-beatriz30@da.com,46.879.532/0001-41,False,2020-10-12
Sá S.A.,41,LOGISTICA,+55 (081) 4381 7799,vicenteguerra@da.org,81.957.042/0001-17,True,2023-09-01
da Cruz,814,HANDLING,+55 84 3145 6518,cavalcantemaria-fernanda@peixoto.com,70.812.634/0001-24,True,2019-10-14
Fogaça Garcia e Filhos,566,LOGISTICA,(071) 4053-6251,noahcampos@fernandes.com,19.058.734/0001-50,True,2024-09-25
da Cruz e Filhos,320,LOGISTICA,71 9300 5221,vinicius26@rezende.net,53.491.280/0001-44,True,2018-07-10
Caldeira,883,TRANSPORTE,(051) 9994 4261,bella53@teixeira.com.br,58.234.170/0001-10,True,2025-07-02
da Mata - EI,967,MANUTENCAO,0800 402 3235,raul58@sales.gov.br,52.087.369/0001-87,True,2024-11-15
Pacheco e Filhos,875,TECNOLOGIA,(041) 3544-2524,fmonteiro@da.org,46.987.105/0001-87,True,2023-09-08
Aragão,316,COMBUSTIVEL,+55 (071) 6069 8826,zoe62@fonseca.com.br,53.784.126/0001-60,True,2021-05-10
Almeida,73,HANDLING,0800 121 0407,eloahda-cunha@siqueira.net,96.073.814/0001-25,True,2020-09-20
Alves,154,TECNOLOGIA,(031) 9262-5174,josuerodrigues@vasconcelos.com,32.507.186/0001-66,True,2025-01-25
da Mata,936,COMBUSTIVEL,+55 (021) 7895-2361,qpastor@silveira.org,54.978.236/0001-26,True,2025-01-16
Cavalcanti - ME,353,TRANSPORTE,+55 (071) 1742-7183,joao-vitorrodrigues@alves.com,39.675.184/0001-25,True,2018-02-28
Jesus,411,CONSULTORIA,+55 81 0404-6551,castrogabriela@montenegro.com,50.291.468/0001-50,True,2024-07-12
Rocha,84,LOGISTICA,(081) 9528 2767,rvieira@costela.br,43.865.712/0001-86,False,2018-09-07
Moreira,377,LIMPEZA,+55 11 9692-1510,carvalhogabrielly@mendonca.com.br,21.485.937/0001-74,True,2022-12-05
Cunha,828,CONSULTORIA,11 1557-3105,anthonynovais@azevedo.net,05.934.186/0001-70,True,2024-01-23
Caldeira Cardoso - EI,47,LOGISTICA,(071) 3414-8502,xrios@moura.br,80.947.315/0001-80,True,2016-11-19
Barros,408,MANUTENCAO,+55 (031) 1894-5239,julia02@costela.com.br,98.720.361/0001-07,True,2016-12-02
Cavalcante Costa S/A,433,SEGURANCA,81 8806-0941,afernandes@vieira.com,30.894.561/0001-42,True,2022-05-14
Duarte,949,TRANSPORTE,(081) 8509 5914,caio49@cavalcanti.net,69.453.180/0001-63,False,2024-12-14
Fernandes,999,TRANSPORTE,+55 51 8142 0438,ayla04@casa.com,76.451.289/0001-27,True,2021-04-17
Lima e Filhos,578,MANUTENCAO,41 7407 8869,sophia57@pinto.com,10.653.794/0001-46,True,2021-05-07
Montenegro - ME,245,TECNOLOGIA,0900-397-8953,dmelo@castro.gov.br,31.652.789/0001-99,True,2020-08-13
Nogueira,712,LOGISTICA,+55 (021) 4704 0793,eferreira@freitas.br,92.654.103/0001-93,True,2019-02-15
Costela,534,MANUTENCAO,(081) 7125 6721,theoabreu@novaes.br,85.127.960/0001-70,True,2022-03-18
Garcia,231,MANUTENCAO,+55 (031) 0980 5783,mrezende@sampaio.com,34.167.928/0001-87,True,2019-08-20
Pastor Moraes Ltda.,270,CONSULTORIA,(021) 8499-7707,limacaio@monteiro.br,14.397.086/0001-42,True,2017-10-08
das Neves,159,HANDLING,(011) 3687 1638,llopes@fogaca.com.br,74.052.683/0001-67,True,2023-11-09
Campos,524,HANDLING,51 2487 4142,xmontenegro@pires.com,98.713.625/0001-03,True,2026-02-23
Barros Porto S.A.,703,LIMPEZA,+55 84 3399 8215,albuquerquemaria-eduarda@cunha.gov.br,04.872.531/0001-25,True,2024-08-20
Fonseca e Filhos,959,LIMPEZA,+55 81 1766-0456,enzo-gabrielbrito@rodrigues.com.br,45.783.691/0001-85,True,2022-10-03
Silveira,964,TRANSPORTE,(021) 6647-6085,antonymontenegro@ramos.com,96.428.107/0001-04,True,2022-08-10
da Paz - EI,330,MANUTENCAO,0900-887-8298,dcasa-grande@da.com.br,42.803.675/0001-19,True,2017-02-09
Pereira,626,TECNOLOGIA,+55 (041) 9873-8640,garciamaria-luiza@das.net,90.318.265/0001-25,True,2019-09-20
Nogueira e Filhos,788,COMBUSTIVEL,+55 (071) 9330-1118,asafe65@montenegro.edu.br,59.726.184/0001-14,False,2019-01-11
Caldeira,22,CATERING,(081) 1436 9745,hsantos@dias.gov.br,83.750.124/0001-11,True,2023-03-07
Pinto,550,COMBUSTIVEL,(021) 3389-5864,martinssophie@duarte.com,19.682.354/0001-91,False,2024-06-03
Santos,21,MANUTENCAO,+55 (041) 9368-4268,igor79@correia.br,70.168.935/0001-67,True,2017-05-29
Silveira,766,TRANSPORTE,+55 81 0387 2121,dom90@fogaca.com.br,62.495.837/0001-06,True,2019-07-13
Andrade Brito - ME,870,COMBUSTIVEL,(081) 6633 9350,aliciacorreia@gomes.net,81.409.635/0001-49,True,2021-10-01
Azevedo,14,LOGISTICA,+55 84 2024-8435,mendoncaalana@albuquerque.com.br,93.814.075/0001-97,True,2018-10-18
da Mata,845,TRANSPORTE,+55 (011) 4310 9077,riosluiz-fernando@rocha.com.br,32.795.164/0001-49,True,2022-06-14
da Cunha,316,CONSULTORIA,(031) 6172-7573,aurora48@da.com,26.830.914/0001-73,True,2020-02-11
Pereira da Mata S.A.,595,COMBUSTIVEL,(061) 0215-0134,theonunes@lopes.br,98.541.237/0001-84,True,2019-08-20
Santos Nunes S/A,998,LIMPEZA,+55 81 9903 7191,luisaferreira@nunes.br,71.468.095/0001-10,True,2019-08-07
Andrade Santos - ME,712,TECNOLOGIA,(061) 9100 4436,pedro64@da.net,26.197.508/0001-15,True,2017-05-18
Pires,354,CATERING,+55 (021) 2768-3527,piresnatalia@nogueira.br,71.048.529/0001-23,True,2017-02-02
Aparecida - EI,750,CONSULTORIA,+55 (061) 0632 5867,sfarias@freitas.edu.br,61.784.235/0001-06,True,2016-11-21
da Rocha da Mota - ME,957,LIMPEZA,+55 11 3246-5684,fariasana-carolina@sousa.net,51.723.860/0001-94,True,2025-03-05
Caldeira,777,COMBUSTIVEL,11 6965-9596,juliana00@santos.com.br,52.843.769/0001-75,True,2018-10-17
Albuquerque - EI,833,CONSULTORIA,+55 (031) 2251-4557,miguel72@mendonca.com,41.983.260/0001-01,True,2019-07-25
Aparecida,980,MANUTENCAO,71 1372-2982,almeidamurilo@porto.com.br,24.381.590/0001-08,True,2017-11-24
Nunes,468,HANDLING,61 2840 7695,cauenogueira@nascimento.net,47.635.908/0001-35,True,2023-11-16
das Neves da Rosa - ME,914,LIMPEZA,(021) 6694-8360,otto86@rodrigues.com.br,08.524.163/0001-85,True,2023-09-08
Oliveira Mendes S.A.,75,CONSULTORIA,41 6923 2572,oda-cruz@silva.com.br,68.230.795/0001-68,True,2019-09-10
da Cunha Porto Ltda.,405,TRANSPORTE,(021) 6610-5149,iborges@garcia.br,28.675.439/0001-33,True,2019-04-20
da Cunha,385,LIMPEZA,0500-403-9518,tpinto@leao.com.br,13.420.796/0001-83,True,2020-06-03
Nogueira S.A.,621,MANUTENCAO,71 0169-3476,carvalhonicolas@monteiro.gov.br,38.075.146/0001-79,True,2017-09-22
Cunha,26,COMBUSTIVEL,+55 41 8520 0239,fonsecakevin@barbosa.com.br,63.120.475/0001-31,True,2019-04-11
Aparecida,50,TECNOLOGIA,+55 (061) 3189-6720,cirinocecilia@da.gov.br,79.534.082/0001-04,True,2016-07-07
Rezende - EI,46,COMBUSTIVEL,+55 21 7653 2448,theocunha@camargo.br,15.483.267/0001-54,True,2018-05-19
Martins e Filhos,773,SEGURANCA,+55 (081) 8702 7282,da-cunhacaue@pinto.gov.br,80.325.497/0001-57,True,2019-11-27
Camargo Garcia e Filhos,21,LOGISTICA,+55 (021) 0593 2418,joao-lucasrodrigues@cirino.com.br,76.291.054/0001-15,True,2020-03-01
Brito - ME,573,TRANSPORTE,(061) 9542-8326,brocha@souza.br,78.103.542/0001-87,True,2018-09-23
Cavalcanti Ltda.,120,TECNOLOGIA,+55 41 5386 4267,arthur-gabrielcavalcante@aparecida.org,17.598.023/0001-42,True,2016-08-15
Vieira,10,TECNOLOGIA,+55 (081) 1984-1050,yduarte@abreu.edu.br,48.519.236/0001-65,True,2024-01-06
da Conceição - ME,877,MANUTENCAO,21 4679-7008,beniciorezende@goncalves.org,40.591.263/0001-37,True,2016-07-20
Monteiro S.A.,136,MANUTENCAO,(031) 2797-3282,camposagatha@cardoso.com,12.967.805/0001-98,True,2019-09-29
Nascimento,878,HANDLING,+55 (041) 1990 5024,guerraana-vitoria@azevedo.br,47.150.362/0001-22,True,2023-02-07
Nogueira,232,SEGURANCA,11 7968 8631,thomasaraujo@sousa.gov.br,90.452.783/0001-37,True,2025-08-24
Oliveira S/A,387,LIMPEZA,+55 71 1456 7677,lbarbosa@cardoso.org,96.073.814/0001-25,True,2024-01-27
das Neves,502,SEGURANCA,(071) 1770 2238,da-cunhaclara@das.com.br,27.851.964/0001-08,False,2018-12-13
Pinto Ltda.,31,MANUTENCAO,0900 284 8987,eloahsantos@cavalcanti.br,23.856.974/0001-77,True,2016-09-08
Sampaio da Cunha S/A,108,SEGURANCA,0800-398-6639,hadassa48@da.com,73.825.960/0001-64,True,2020-06-30
Novaes e Filhos,287,LOGISTICA,81 6762-2735,ravydas-neves@gomes.com,01.638.529/0001-06,True,2018-05-28
Sales,419,TRANSPORTE,+55 84 1563 4526,isadoracavalcante@cirino.net,35.702.841/0001-25,True,2022-08-06
